scene,speaker,text,label
Ses01F_script02_1,Ses01F_script02_1_M,"God, I'm so excited, I'm like a kid. I can't believe I got out of the house with my fly zipped up.",exc
Ses01F_script02_1,Ses01F_script02_1_F,[LAUGHTER],hap
Ses01F_script02_1,Ses01F_script02_1_M,I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,
Ses01F_script02_1,Ses01F_script02_1_F,I'm cold.,sad
Ses01F_script02_1,Ses01F_script02_1_M,Do you want my jacket?,fru
Ses01F_script02_1,Ses01F_script02_1_F,"It's after eleven, let's go.",
Ses01F_script02_1,Ses01F_script02_1_M,What? We just got here. What's the point of coming all the way down here if we just turn around and go home?,
Ses01F_script02_1,Ses01F_script02_1_F,There is no point.,
Ses01F_script02_1,Ses01F_script02_1_M,Right.,neu
Ses01F_script02_1,Ses01F_script02_1_F,That's my point.,
Ses01F_script02_1,Ses01F_script02_1_M,"Wait, that's my point, too.",neu
Ses01F_script02_1,Ses01F_script02_1_F,"Well, then let's go.",fru
Ses01F_script02_1,Ses01F_script02_1_M,"No, no. Okay. That's not my point. My point is there is no point in coming down here if we just turn around and go home. Don't you want to see it?",fru
Ses01F_script02_1,Ses01F_script02_1_F,Not particularly.,neu
Ses01F_script02_1,Ses01F_script02_1_M,Why not?,neu
Ses01F_script02_1,Ses01F_script02_1_F,I just don't. It's stupid.,
Ses01F_script02_1,Ses01F_script02_1_M,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this. It's just forty minutes away for us; it's too good to pass up.",neu
Ses01F_script02_1,Ses01F_script02_1_F,"Pass what up? I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",fru
Ses01F_script02_1,Ses01F_script02_1_M,Yeah. But this..this moment on the beach is like the highlight of their little lives. All that flopping around is laying eggs or what to do - spawning or mating or whatever.,neu
Ses01F_script02_1,Ses01F_script02_1_M,This is a big night for these little guys. It's like life's last orgy.,neu
Ses01F_script02_1,Ses01F_script02_1_F,I don't see why you're so excited; this isn't a freaking moon landing we are talking about. It's fish. It's a fish nobody even eats.,
Ses01F_script02_1,Ses01F_script02_1_M,Yeah they do.,fru
Ses01F_script02_1,Ses01F_script02_1_F,Oh Augie,fru
Ses01F_script02_1,Ses01F_script02_1_M,"okay... well, Whatever. But it's a fish who do something no other fish do. It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",
Ses01F_script02_1,Ses01F_script02_1_M,"There's like mystery here, there's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested.",neu
Ses01F_script02_1,Ses01F_script02_1_F,I'm just not.,
Ses01F_script02_1,Ses01F_script02_1_M,For real?,
Ses01F_script02_1,Ses01F_script02_1_F,Yeah.,fru
Ses01F_script02_1,Ses01F_script02_1_M,"God, I don't get it. you know the first time we came here, you said it was the best night of your life?",neu
Ses01F_script02_1,Ses01F_script02_1_M,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",neu
Ses01F_script02_1,Ses01F_script02_1_F,"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",
Ses01F_script02_1,Ses01F_script02_1_M,Ahh...we weren't in a good spot.,neu
Ses01F_script02_1,Ses01F_script02_1_F,Hmm. We didn't see them the year before either.,fru
Ses01F_script02_1,Ses01F_script02_1_M,"We just weren't in a good spot. I'm telling you, this is a much better spot. I have instincts for these things.",neu
Ses01F_script02_1,Ses01F_script02_1_M,"Look there, see? What's that? No, that's - that's just seaweed.",exc
Ses01F_script02_1,Ses01F_script02_1_M,"God, this is great. Think about this. I know you are not interested, but just think about this.",hap
Ses01F_script02_1,Ses01F_script02_1_M,"Right now out there, there is this mass of silver fish and it's heading this way. No one sent them an invitation, no one told them, no one even gave them a map.",
Ses01F_script02_1,Ses01F_script02_1_M,"Just all at once, they turned and they formed this line as long as the California coast. And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",exc
Ses01F_script02_1,Ses01F_script02_1_M,They are swimming right now. They are swimming as if that is the only thing that matters to them.,
Ses01F_script02_1,Ses01F_script02_1_M,It's single mindedness with no mind. It is urgency that is just pure urge.,exc
Ses01F_script02_1,Ses01F_script02_1_M,And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,
Ses01F_script02_1,Ses01F_script02_1_M,"Oh look. I'm giving myself goose bumps, my hairs are standing up on my arm.",
Ses01F_script02_1,Ses01F_script02_1_F,That's the wind.,neu
Ses01F_script02_1,Ses01F_script02_1_M,So what do you think?,hap
Ses01F_script02_1,Ses01F_script02_1_F,About what?,neu
Ses01F_script02_1,Ses01F_script02_1_M,"About all of that, about all I was talking about.",hap
Ses01F_script02_2,Ses01F_script02_2_M,"Look at this, all of the hairs are standing up on my arm.",exc
Ses01F_script02_2,Ses01F_script02_2_F,That's the wind.,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Well, so, what do you think?",exc
Ses01F_script02_2,Ses01F_script02_2_F,About what?,neu
Ses01F_script02_2,Ses01F_script02_2_M,About what I was saying.,neu
Ses01F_script02_2,Ses01F_script02_2_F,I think it's ridiculous.,
Ses01F_script02_2,Ses01F_script02_2_M,It certainly is not. It's slightly exaggerated scientific fact.,
Ses01F_script02_2,Ses01F_script02_2_F,It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,
Ses01F_script02_2,Ses01F_script02_2_M,"Not just me, look at all of these people.",fru
Ses01F_script02_2,Ses01F_script02_2_F,"Everybody's told the same story. It keeps us coming back for more, it keeps us excited. We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",
Ses01F_script02_2,Ses01F_script02_2_M,"Are we talking about the same thing, here?",
Ses01F_script02_2,Ses01F_script02_2_F,"I'm sorry, it's just fish to me.",
Ses01F_script02_2,Ses01F_script02_2_M,"Carla, can I ask you something? Now, don't take this the wrong way, but are you on your period?",neu
Ses01F_script02_2,Ses01F_script02_2_F,"Don't ask me that. I hate it when you ask me that, you always ask me that. It's insulting.",ang
Ses01F_script02_2,Ses01F_script02_2_M,"Well then, what's bugging you?",fru
Ses01F_script02_2,Ses01F_script02_2_F,We just have different ideas of what this night is supposed to look like.,fru
Ses01F_script02_2,Ses01F_script02_2_M,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing. We go ooh, ah, look at the fish and we go home.",fru
Ses01F_script02_2,Ses01F_script02_2_F,"For God- Grow up, Augie. The fish are not going to arrive.",ang
Ses01F_script02_2,Ses01F_script02_2_M,Why not?,fru
Ses01F_script02_2,Ses01F_script02_2_F,Because they never do. Have they...Have they ever?,ang
Ses01F_script02_2,Ses01F_script02_2_M,We've missed them twice.,fru
Ses01F_script02_2,Ses01F_script02_2_F,Twice is every time we have tried; that's ever.,ang
Ses01F_script02_2,Ses01F_script02_2_M,They'll show up this time.,fru
Ses01F_script02_2,Ses01F_script02_2_F,No they won't. It's like waiting for Santa Claus.,
Ses01F_script02_2,Ses01F_script02_2_F,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up. And the fish never show up.,fru
Ses01F_script02_2,Ses01F_script02_2_M,I thought you wanted to see it.,
Ses01F_script02_2,Ses01F_script02_2_F,You don't understand anything I am saying.,fru
Ses01F_script02_2,Ses01F_script02_2_M,No. Of course not.,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I did want to see it, I still do, I always do. I just...",
Ses01F_script02_2,Ses01F_script02_2_F,"I feel like I'm always just standing here waiting. I feel like this night is going to be the night, but it never is.",sad
Ses01F_script02_2,Ses01F_script02_2_M,"It's just fish, it's nothing to get traumatized over.",fru
Ses01F_script02_2,Ses01F_script02_2_F,"For God's sake, this is not about fish.",ang
Ses01F_script02_2,Ses01F_script02_2_M,Okay. I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,fru
Ses01F_script02_2,Ses01F_script02_2_M,"Okay. So you were fine during that phone call from Marge and then dinner was okay. And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? And I said, sure great, let's go.",neu
Ses01F_script02_2,Ses01F_script02_2_M,"Okay. So I am putting out the pets, getting the car out of the garage.",neu
Ses01F_script02_2,Ses01F_script02_2_F,Do you remember the first year we came here? It was like four years after we got married.,neu
Ses01F_script02_2,Ses01F_script02_2_F,"We thought I was pregnant, we got a bottle of champagne, we had no glasses. We took off our shoes and you asked me to dance.",
Ses01F_script02_2,Ses01F_script02_2_F,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them. And I remember thinking, this is it. You know, finally, I am as happy as I'm supposed to be.",hap
Ses01F_script02_2,Ses01F_script02_2_M,"Wait a minute, I got it.",
Ses01F_script02_2,Ses01F_script02_2_F,"Drinking champagne from the bottle,",
Ses01F_script02_2,Ses01F_script02_2_M,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne. I said no, time's a wasting or something like that.",neu
Ses01F_script02_2,Ses01F_script02_2_F,dancing barefoot in the sand.,fru
Ses01F_script02_2,Ses01F_script02_2_M,"That's what it is? Right? You want this to be like the other time, right?",fru
Ses01F_script02_2,Ses01F_script02_2_F,I'd rather not remember some things. I'd rather not hope for some things.,sad
Ses01F_script02_2,Ses01F_script02_2_M,Sure. All right. Okay.,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Listen, do you want to dance?",neu
Ses01F_script02_2,Ses01F_script02_2_F,No.,neu
Ses01F_script02_2,Ses01F_script02_2_M,Do you want me to go get some champagne?,neu
Ses01F_script02_2,Ses01F_script02_2_F,No.,
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to take off your shoes?,hap
Ses01F_script02_2,Ses01F_script02_2_F,"No, no. Nothing.",fru
Ses01F_script02_2,Ses01F_script02_2_M,Then what?,
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to get married again?,hap
Ses01F_script02_2,Ses01F_script02_2_F,No.,neu
Ses01F_script02_2,Ses01F_script02_2_M,What? What? Do you want a divorce?,
Ses01F_script02_2,Ses01F_script02_2_M,A vacation?,
Ses01F_script02_2,Ses01F_script02_2_F,No.,fru
Ses01F_script02_2,Ses01F_script02_2_M,Like a new carpet? A poodle? A back rub? Ice cream? A suicide pact? What do you want? What the hell do you want?,
Ses01F_script02_2,Ses01F_script02_2_F,I just want something to turn out like I expected it to.,
Ses01F_script02_2,Ses01F_script02_2_M,"Well welcome to the human race, huh? Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish? No.",
Ses01F_script02_2,Ses01F_script02_2_F,[BREATHING],fru
Ses01F_script02_2,Ses01F_script02_2_M,"No I'm just like you. I thought it was going to be all roses and peaches and the bills would just pay themselves. And we'll have three, fat rosy cheeked children. Huh, baby, the joke's on us. Because you know what you get?",fru
Ses01F_script02_2,Ses01F_script02_2_M,Do you know what you get? You get this.,fru
Ses01F_script02_2,Ses01F_script02_2_F,This? What is this? This is nothing. This isn't even anything.,fru
Ses01F_script02_2,Ses01F_script02_2_M,Yes it is.,neu
Ses01F_script02_2,Ses01F_script02_2_F,Sure. This is standing on the beach waiting. This is fighting.,
Ses01F_script02_2,Ses01F_script02_2_M,Right,
Ses01F_script02_2,Ses01F_script02_2_F,"I mean this is a lot of things, but it's just...",fru
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],fru
Ses01F_script02_2,Ses01F_script02_2_F,Do you understand what I am saying?,fru
Ses01F_script02_2,Ses01F_script02_2_M,I'm doing the best I can.,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I know you are Augie, I know.",sad
Ses01F_script02_2,Ses01F_script02_2_F,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sad
Ses01F_script02_2,Ses01F_script02_2_M,"Maybe if you were with someone else, too.",sad
Ses01F_script02_2,Ses01F_script02_2_F,I didn't say that.,sad
Ses01F_script02_2,Ses01F_script02_2_M,I just- I know I don't make you happy.,sad
Ses01F_script02_2,Ses01F_script02_2_F,"Don't be ridiculous. Anything that- anything I am doing, I'd rather be doing it with you.",
Ses01F_script02_2,Ses01F_script02_2_M,Yeah?,
Ses01F_script02_2,Ses01F_script02_2_F,Yeah. Don't you know that?,
Ses01F_script02_2,Ses01F_script02_2_F,For Heaven's sake Augie.,
Ses01F_script02_2,Ses01F_script02_2_F,"You're the one who probably wishes he was with somebody else. Somebody who doesn't take things so seriously, who could enjoy herself.",sad
Ses01F_script02_2,Ses01F_script02_2_M,"You know, actually now that you mention it, no I don't.",neu
Ses01F_script02_2,Ses01F_script02_2_F,"So maybe we are in the wrong spot, but we are with the right person.",neu
Ses01F_script02_2,Ses01F_script02_2_M,"I don't know, it seemed like such a good spot to me.",fru
Ses01F_script02_2,Ses01F_script02_2_M,"We have a great view of the moon from here, though, huh?",neu
Ses01F_script02_2,Ses01F_script02_2_F,"Hmm. I noticed that, it's pretty. Big old white moon.",hap
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],neu
Ses01F_script02_2,Ses01F_script02_2_M,And look what I got here.,hap
Ses01F_script02_2,Ses01F_script02_2_F,"Augie, you bought refreshments.",hap
Ses01F_script02_2,Ses01F_script02_2_M,It's not champagne.,
Ses01F_script02_2,Ses01F_script02_2_F,I guess we don't need glasses.,hap
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],hap
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to go home? Are you cold?,neu
Ses01F_script02_2,Ses01F_script02_2_F,I'm beginning to think this might be the right spot after all.,hap
Ses01F_script02_2,Ses01F_script02_2_F,"Augie, I'm sorry.",sad
Ses01F_script02_2,Ses01F_script02_2_M,"Shh. If we're very quiet, the fish might come.",neu
Ses01F_script02_2,Ses01F_script02_2_F,Or not.,neu
Ses01F_script02_2,Ses01F_script02_2_M,Or not.,hap
Ses01F_script03_1,Ses01F_script03_1_M,Good God.,
Ses01F_script03_1,Ses01F_script03_1_F,Is it them?,
Ses01F_script03_1,Ses01F_script03_1_M,I wonder.,
Ses01F_script03_1,Ses01F_script03_1_F,Freda is the only one who knows we are here. She wouldn't ring up.,
Ses01F_script03_1,Ses01F_script03_1_M,It must be them then.,
Ses01F_script03_1,Ses01F_script03_1_F,It had to happen sooner or later. What are we going to do?,
Ses01F_script03_1,Ses01F_script03_1_M,[BREATHING],
Ses01F_script03_1,Ses01F_script03_1_M,"We are okay, aren't we darling?",
Ses01F_script03_1,Ses01F_script03_1_F,"Now and always, sweet.",
Ses01F_script03_1,Ses01F_script03_1_M,I don't care then.,exc
Ses01F_script03_1,Ses01F_script03_1_F,It had to happen sooner or later.,
Ses01F_script03_1,Ses01F_script03_1_M,"Hello? Hello? I'm sorry, what's that?",
Ses01F_script03_1,Ses01F_script03_1_M,No. Wrong number. [LAUGHTER],hap
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER] That sent shivers up my spine.,hap
Ses01F_script03_1,Ses01F_script03_1_M,What shall we do if they suddenly walk in on us.[LAUGHTER],hap
Ses01F_script03_1,Ses01F_script03_1_F,We'll behave exquisitely.,exc
Ses01F_script03_1,Ses01F_script03_1_M,With perfect poise.,hap
Ses01F_script03_1,Ses01F_script03_1_F,I think I shall do a curtsy.,exc
Ses01F_script03_1,Ses01F_script03_1_M,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy. Do they?",hap
Ses01F_script03_1,Ses01F_script03_1_F,Hmm. The pity is that one can't stay happy.,
Ses01F_script03_1,Ses01F_script03_1_M,"Darling, don't say that.",
Ses01F_script03_1,Ses01F_script03_1_F,It's true. I think the whole thing's a cruel joke.,
Ses01F_script03_1,Ses01F_script03_1_M,What? This beautiful and sacred thing - love?,
Ses01F_script03_1,Ses01F_script03_1_F,Yes. Meaning just that.,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Well what does it all mean? That's what I ask myself in my quest for ultimate truth. Dear God, what does it all mean?",hap
Ses01F_script03_1,Ses01F_script03_1_F,Don't laugh at me. I'm being serious.,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Oh darling, you mustn't be serious. It's just what they want.",
Ses01F_script03_1,Ses01F_script03_1_F,Who's they?,exc
Ses01F_script03_1,Ses01F_script03_1_M,"All of those futile moralists who make life unbearable. You have to laugh at them, be flippant.",
Ses01F_script03_1,Ses01F_script03_1_M,"You know, flippancy brings out the acid in their darned, light and sweetness.",
Ses01F_script03_1,Ses01F_script03_1_F,"you know if I laugh at everything then I must laugh at us, too.",
Ses01F_script03_1,Ses01F_script03_1_M,Oh of course. We are figures of fun. All right.,
Ses01F_script03_1,Ses01F_script03_1_F,"How long with it last, this ludicrous overbearing love of ours?",
Ses01F_script03_1,Ses01F_script03_1_M,Who knows?,hap
Ses01F_script03_1,Ses01F_script03_1_F,Shall we always want to bicker and fight?,
Ses01F_script03_1,Ses01F_script03_1_M,Oh no. That fire will fade along with our passion.,
Ses01F_script03_1,Ses01F_script03_1_F,"Oh dear, should we like that?",
Ses01F_script03_1,Ses01F_script03_1_M,Well it depends on how well we've played.,
Ses01F_script03_1,Ses01F_script03_1_F,What happens if one of us dies? Does the other one still laugh?,
Ses01F_script03_1,Ses01F_script03_1_M,Yes. Yes with all of his might.,exc
Ses01F_script03_1,Ses01F_script03_1_F,"Well that's serious enough, isn't it?",
Ses01F_script03_1,Ses01F_script03_1_M,"No, no, no, no. no. Death is a very laughable thing. It's a cunning little mystery, it's all done with mirrors.",
Ses01F_script03_1,Ses01F_script03_1_F,I think you are talking nonsense.,
Ses01F_script03_1,Ses01F_script03_1_M,"Oh. So is everyone, in the long run.",
Ses01F_script03_1,Ses01F_script03_1_M,"Let's be superficial, and just pity those poor philosophers, huh? Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",exc
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER],hap
Ses01F_script03_1,Ses01F_script03_1_M,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Oh Elliott, worms don't pop.",hap
Ses01F_script03_1,Ses01F_script03_1_M,"Oh See, I don't care what you do, see. You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world. I shan't say a word, just as long as you love me best.",hap
Ses01F_script03_1,Ses01F_script03_1_F,"Aw. Thank you, darling. The same applies to you too, except that if you so much as look at another woman I'll kill you.",hap
Ses01F_script03_1,Ses01F_script03_1_M,Do you remember that awful scene we had in Venice?,
Ses01F_script03_1,Ses01F_script03_1_F,Which particular one?,
Ses01F_script03_1,Ses01F_script03_1_M,The one where you put that tiny painted wooden snake in my bed.,
Ses01F_script03_1,Ses01F_script03_1_F,"Oh Charles, that was his name. He did wiggle so beautifully.",exc
Ses01F_script03_1,Ses01F_script03_1_M,[GARBAGE],
Ses01F_script03_1,Ses01F_script03_1_M,It was a terrible thing. I hated it.,
Ses01F_script03_1,Ses01F_script03_1_F,I know you did. You threw him out the window into the Grand Canal. I'll never forgive you for that.,
Ses01F_script03_1,Ses01F_script03_1_M,How long did that row last?,
Ses01F_script03_1,Ses01F_script03_1_F,It went on intermittently for days.,
Ses01F_script03_1,Ses01F_script03_1_M,Uh huh.,
Ses01F_script03_1,Ses01F_script03_1_M,But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,
Ses01F_script03_1,Ses01F_script03_1_F,"Oh And it burnt my comb, too, and all of those towels in the bathroom.",
Ses01F_script03_1,Ses01F_script03_1_M,"That was a rouser, wasn't it?",hap
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER] That was the first time you hit me.,
Ses01F_script03_1,Ses01F_script03_1_M,I did not hit you very hard.,
Ses01F_script03_1,Ses01F_script03_1_F,"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER] How utterly, utterly ridiculous.",hap
Ses01F_script03_1,Ses01F_script03_1_M,[LAUGHTER] I'll never forget his face. [LAUGHTER],hap
Ses01F_script03_1,Ses01F_script03_1_M,[LAUGHTER] We were very much younger then.,hap
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER] And very much sillier.,hap
Ses01F_script03_1,Ses01F_script03_1_M,However I believe the real cause of that row was Peter Burden.,
Ses01F_script03_1,Ses01F_script03_1_F,Oh. You knew there was nothing in that.,
Ses01F_script03_2,Ses01F_script03_2_M,We were very much younger then.,
Ses01F_script03_2,Ses01F_script03_2_F,And very much sillier.,hap
Ses01F_script03_2,Ses01F_script03_2_M,However I believe the real cause of that row was Peter Burden.,neu
Ses01F_script03_2,Ses01F_script03_2_F,Oh. You knew there was nothing in that.,hap
Ses01F_script03_2,Ses01F_script03_2_M,I knew nothing of the sort. You took presents from him.,neu
Ses01F_script03_2,Ses01F_script03_2_F,"Presents? It was only a trivial, little brooch.",hap
Ses01F_script03_2,Ses01F_script03_2_M,"It was bristling with diamonds. In the worst possible taste, too.",
Ses01F_script03_2,Ses01F_script03_2_F,"It was not. I still have it, and I wear it often. It is very pretty.",
Ses01F_script03_2,Ses01F_script03_2_M,You went out of your way to torture me over Peter Burden.,neu
Ses01F_script03_2,Ses01F_script03_2_F,I did not. You worked that whole thing up in your jealous imagination.,neu
Ses01F_script03_2,Ses01F_script03_2_M,"Well, you let him kiss you, huh? You said you did.",fru
Ses01F_script03_2,Ses01F_script03_2_F,"Well, what of it?",neu
Ses01F_script03_2,Ses01F_script03_2_M,What of it?,
Ses01F_script03_2,Ses01F_script03_2_F,It gave him a lot of pleasure and it didn't hurt me.,
Ses01F_script03_2,Ses01F_script03_2_M,What about me?,ang
Ses01F_script03_2,Ses01F_script03_2_F,"If you hadn't been so suspicious and nosey, you never would have known a thing about it.",
Ses01F_script03_2,Ses01F_script03_2_M,"That's a nice point of view, I must say.",
Ses01F_script03_2,Ses01F_script03_2_F,Oh dear. I'm bored with this conversation.,fru
Ses01F_script03_2,Ses01F_script03_2_M,So am I. I'm bored stiff. [GARBAGE] Do you want some brandy?,fru
Ses01F_script03_2,Ses01F_script03_2_F,No. Thank you.,
Ses01F_script03_2,Ses01F_script03_2_M,"I'll have a little, I think.",neu
Ses01F_script03_2,Ses01F_script03_2_F,"I don't know why you'd want any, you've already had three glasses.",
Ses01F_script03_2,Ses01F_script03_2_M,"No particular reason. Anyhow, they are very small ones.",neu
Ses01F_script03_2,Ses01F_script03_2_F,I just think it's silly to go on and on and on about such a thing.,
Ses01F_script03_2,Ses01F_script03_2_M,"You can hardly call three glasses of liquor a whole evening long, going on and on and on.",fru
Ses01F_script03_2,Ses01F_script03_2_F,It's become a habit with you.,
Ses01F_script03_2,Ses01F_script03_2_M,Oh. Don't be so grand. Just because you don't happen to want one at the moment.,fru
Ses01F_script03_2,Ses01F_script03_2_F,Don't be stupid.,ang
Ses01F_script03_2,Ses01F_script03_2_M,"Really, Amanda.",ang
Ses01F_script03_2,Ses01F_script03_2_F,What?,ang
Ses01F_script03_2,Ses01F_script03_2_M,Nothing.,fru
Ses01F_script03_2,Ses01F_script03_2_M,"you going out somewhere, dear?",neu
Ses01F_script03_2,Ses01F_script03_2_F,No. I am just making myself fascinating for you.,ang
Ses01F_script03_2,Ses01F_script03_2_M,That reply has broken my heart.,
Ses01F_script03_2,Ses01F_script03_2_F,Oh. It's a woman's duty to allure the man.,ang
Ses01F_script03_2,Ses01F_script03_2_M,"Well as a matter of fact, yes, that's perfectly true.",neu
Ses01F_script03_2,Ses01F_script03_2_F,No it isn't.,ang
Ses01F_script03_2,Ses01F_script03_2_M,Yes it is.,neu
Ses01F_script03_2,Ses01F_script03_2_F,You shut up.,ang
Ses01F_script03_2,Ses01F_script03_2_M,"Oh really. It's a pity you didn't have any brandy, it would have made you a little less disagreeable.",ang
Ses01F_script03_2,Ses01F_script03_2_F,It's funny it hasn't worked such wonders for you.,
Ses01F_script03_2,Ses01F_script03_2_M,"Snap, snap, snap. You know you are like a little adder.",ang
Ses01F_script03_2,Ses01F_script03_2_F,"Adders don't snap, they sting.",
Ses01F_script03_2,Ses01F_script03_2_M,Nonsense. They have a bag of venom behind their fangs and they snap. They snap.,ang
Ses01F_script03_2,Ses01F_script03_2_F,They sting. I don't care. Do you understand? I don't care if they bark and they roll about like hoops.,ang
Ses01F_script03_2,Ses01F_script03_2_M,Did you see much of Peter Burden after our divorce?,ang
Ses01F_script03_2,Ses01F_script03_2_F,"Yes I did, quite a lot.",ang
Ses01F_script03_2,Ses01F_script03_2_M,"And I suppose you let him kiss you a good deal more than, too. Yes. I suppose you guys had a riotous time, huh? All out, no restraint at all. Well, you never really had much anyhow.",ang
Ses01F_script03_2,Ses01F_script03_2_F,Mind your own business.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"You're quite insufferable, I expect it's because you are drunk.",ang
Ses01F_script03_2,Ses01F_script03_2_M,I think I am not in the least bit drunk.,ang
Ses01F_script03_2,Ses01F_script03_2_F,You've always had a weak head.,ang
Ses01F_script03_2,Ses01F_script03_2_M,I think I mentioned once before that I've had three minute liquor glasses the whole evening long. A child of two cannot get drunk on that.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",ang
Ses01F_script03_2,Ses01F_script03_2_M,"That's very interesting Amanda. How about a child of four? Or a child of six? Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots.",ang
Ses01F_script03_2,Ses01F_script03_2_F,Oh shut up.,ang
Ses01F_script03_2,Ses01F_script03_2_F,Shut up.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"Not very funny, darling. Why don't you have some more brandy.",ang
Ses01F_script03_2,Ses01F_script03_2_M,[LAUGHTER] That's a very good idea. I think I will.,
Ses01F_script03_2,Ses01F_script03_2_M,"Look, you better turn that off. I don't want to wake up the people upstairs.",ang
Ses01F_script03_2,Ses01F_script03_2_F,Why?,neu
Ses01F_script03_2,Ses01F_script03_2_F,There are no people upstairs; it's a photographer's studio.,neu
Ses01F_script03_2,Ses01F_script03_2_M,Well then you'll wake up the people downstairs.,ang
Ses01F_script03_2,Ses01F_script03_2_F,They are away in Tunis.,neu
Ses01F_script03_2,Ses01F_script03_2_M,This is no time of year for Tunis.,neu
Ses01F_script03_2,Ses01F_script03_2_F,"Turn it on again, please.",
Ses01F_script03_2,Ses01F_script03_2_M,I will do no such thing.,ang
Ses01F_script03_2,Ses01F_script03_2_F,Fine if you insist on being boorish and idiotic.,ang
Ses01F_script03_2,Ses01F_script03_2_M,"Will you turn that off, it's driving me mad.",ang
Ses01F_script03_2,Ses01F_script03_2_F,"You are far too temperamental, try to control yourself.",ang
Ses01F_script03_2,Ses01F_script03_2_M,Turn it off.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"I won't. Let go, let go of me. Listen, listen? I'm sick and tired of listening to you, you sadistic bully.",ang
Ses01F_script03_2,Ses01F_script03_2_M,"Amanda, listen, listen.",ang
Ses01F_script03_2,Ses01F_script03_2_M,Oh. That's very amusing indeed.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"Oh shut up. Let go. I hate you, I hate you. Do you hear? You are a conceited and overbearing and utterly impossible.",ang
Ses01F_script03_2,Ses01F_script03_2_M,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live.",ang
Ses01F_script03_2,Ses01F_script03_2_F,This is the end. Do you hear me? Finally and forever.,ang
Ses01F_script03_2,Ses01F_script03_2_M,You're not going like this.,ang
Ses01F_script03_2,Ses01F_script03_2_F,Oh. Yes I am.,ang
Ses01F_script03_2,Ses01F_script03_2_M,You're not.,ang
Ses01F_script03_2,Ses01F_script03_2_F,"Yes I am. Stop it. Stop it. Let go of me. Oh. You're a cruel fiend. I loathe and I hate you. Marry you again? Never, never, never. I hope you die in torment, you brute beast cad.",ang
Ses01F_script03_2,Ses01F_script03_2_M,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee. You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live.",ang
