scene,speaker,text,label,sentiment,label_filled
Ses01F_script01_3,Ses01F_script01_3_F,It wouldn't work like this.,,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_M,"It's just all mixed up with so many other things, you know? You know overseas I was in command of a company?",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_F,"Yeah, sure.",neu,neutral,neu
Ses01F_script01_3,Ses01F_script01_3_M,Well I lost them.,sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_F,How many?,neu,neutral,neu
Ses01F_script01_3,Ses01F_script01_3_M,Pretty much all.,sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_F,"Aw, geez.",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,You can't just toss off a thing like that because they weren't just men. You know?,sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks. He just put them in my pocket. That's a little thing, you know, but that's what kind of guys I had.",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,"They didn't die, they killed themselves for each other. I mean that, exactly. Just a little more selfish and they would all be here today.",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,"And I had this idea as I was watching them go down. Everything was being destroyed, you know, but this one thing was being made. It was kind of a monument, it's kind of responsibility, man for man.",,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_F,Mmhmm.,neu,neutral,neu
Ses01F_script01_3,Ses01F_script01_3_M,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,"But then I came home and it was incredible, you know? The whole thing was just kind of this random bus accident. You know, I went back to the rat race again, I went to work.",sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_M,Driving my new car and seeing a new refrigerator.,,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_M,"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",,positive,sad
Ses01F_script01_3,Ses01F_script01_3_M,And I didn't want any of it. I guess that included you.,sad,negative,sad
Ses01F_script01_3,Ses01F_script01_3_F,Do you still feel that way?,,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_M,I just want you to know Annie.,neu,neutral,neu
Ses01F_script01_3,Ses01F_script01_3_F,"Because you mustn't feel that way. Everything you have, you've earned - everything. you understand me?",,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_F,"Even me. And your money? Chris, there's nothing wrong in your money. Your father put hundreds of planes into the air, you should be proud of that. A man should be paid for that.",,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_M,"Annie, Annie. I am going to make a fortune for you.",,neutral,sad
Ses01F_script01_3,Ses01F_script01_3_F,What would I do with a fortune?,hap,positive,hap
Ses01F_script02_1,Ses01F_script02_1_M,"What time is it? I think it's supposed to run around midnight, right? God, this is great, isn't it, Carla? Look at this night we got here, huh.",,positive,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Actually I want to get a little further up the coast, get away from all like the lights and the people, but... How are you doing?",,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,Fine.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Okay. Is that, is that--",exc,positive,exc
Ses01F_script02_1,Ses01F_script02_1_M,No. That's just foam. I don't know. I can't tell.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,[BREATHING],fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"I don't know, probably if you can't tell, though, it's probably not them, right? It's probably going to be like this unmistakable thing, right?",,neutral,exc
Ses01F_script02_1,Ses01F_script02_1_M,Oh no. you know what I forgot?,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,What?,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"My flashlight. God, how could I be so stupid? I can't believe I forgot my flashlight.",,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,What flashlight?,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"The flashlight, the silver one. There's only one, isn't there?",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,That's not your flashlight.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,Whose is it?,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,It's ours; it's my flashlight too.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Oh...well. Yeah, of course.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,You keep saying my flashlight like it's just yours.,ang,negative,ang
Ses01F_script02_1,Ses01F_script02_1_M,No.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,How's that supposed to make me feel?,ang,negative,ang
Ses01F_script02_1,Ses01F_script02_1_M,"Of course, our flashlight. What's yours is mine. Me flashlight es su flashlight.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Naturally. God, how could we not think to bring it? I hope the moon stays out, though.",fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,Do they always run during a full moon? I don't remember. Was it full last year?,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,Yeah.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Huh. Are you cold? Do you want my jacket? No? you know, we should have brought the blanket? Our blanket.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Aw. Do you know, I should have brought a six pack, too. A six pack, that would be just the ticket right about now. Huh?",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"God, I'm so excited, I'm like a kid. I can't believe I got out of the house with my fly zipped up.",exc,positive,exc
Ses01F_script02_1,Ses01F_script02_1_F,[LAUGHTER],hap,positive,hap
Ses01F_script02_1,Ses01F_script02_1_M,I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,I'm cold.,sad,negative,sad
Ses01F_script02_1,Ses01F_script02_1_M,Do you want my jacket?,fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_F,"It's after eleven, let's go.",,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,What? We just got here. What's the point of coming all the way down here if we just turn around and go home?,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,There is no point.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,Right.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,That's my point.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Wait, that's my point, too.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,"Well, then let's go.",fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"No, no. Okay. That's not my point. My point is there is no point in coming down here if we just turn around and go home. Don't you want to see it?",fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_F,Not particularly.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,Why not?,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,I just don't. It's stupid.,,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this. It's just forty minutes away for us; it's too good to pass up.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,"Pass what up? I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.",fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,Yeah. But this..this moment on the beach is like the highlight of their little lives. All that flopping around is laying eggs or what to do - spawning or mating or whatever.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,This is a big night for these little guys. It's like life's last orgy.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,I don't see why you're so excited; this isn't a freaking moon landing we are talking about. It's fish. It's a fish nobody even eats.,,positive,fru
Ses01F_script02_1,Ses01F_script02_1_M,Yeah they do.,fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_F,Oh Augie,fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"okay... well, Whatever. But it's a fish who do something no other fish do. It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"There's like mystery here, there's magic. It's like a little bit of the unexplainable. I just can't see how you're not interested.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,I'm just not.,,neutral,fru
Ses01F_script02_1,Ses01F_script02_1_M,For real?,,neutral,fru
Ses01F_script02_1,Ses01F_script02_1_F,Yeah.,fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"God, I don't get it. you know the first time we came here, you said it was the best night of your life?",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,"Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.",,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,Ahh...we weren't in a good spot.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_F,Hmm. We didn't see them the year before either.,fru,negative,fru
Ses01F_script02_1,Ses01F_script02_1_M,"We just weren't in a good spot. I'm telling you, this is a much better spot. I have instincts for these things.",neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"Look there, see? What's that? No, that's - that's just seaweed.",exc,positive,exc
Ses01F_script02_1,Ses01F_script02_1_M,"God, this is great. Think about this. I know you are not interested, but just think about this.",hap,positive,hap
Ses01F_script02_1,Ses01F_script02_1_M,"Right now out there, there is this mass of silver fish and it's heading this way. No one sent them an invitation, no one told them, no one even gave them a map.",,neutral,exc
Ses01F_script02_1,Ses01F_script02_1_M,"Just all at once, they turned and they formed this line as long as the California coast. And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",exc,positive,exc
Ses01F_script02_1,Ses01F_script02_1_M,They are swimming right now. They are swimming as if that is the only thing that matters to them.,,neutral,exc
Ses01F_script02_1,Ses01F_script02_1_M,It's single mindedness with no mind. It is urgency that is just pure urge.,exc,positive,exc
Ses01F_script02_1,Ses01F_script02_1_M,And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,,neutral,exc
Ses01F_script02_1,Ses01F_script02_1_M,"Oh look. I'm giving myself goose bumps, my hairs are standing up on my arm.",,neutral,exc
Ses01F_script02_1,Ses01F_script02_1_F,That's the wind.,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,So what do you think?,hap,positive,hap
Ses01F_script02_1,Ses01F_script02_1_F,About what?,neu,neutral,neu
Ses01F_script02_1,Ses01F_script02_1_M,"About all of that, about all I was talking about.",hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,"Look at this, all of the hairs are standing up on my arm.",exc,positive,exc
Ses01F_script02_2,Ses01F_script02_2_F,That's the wind.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Well, so, what do you think?",exc,positive,exc
Ses01F_script02_2,Ses01F_script02_2_F,About what?,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,About what I was saying.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,I think it's ridiculous.,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,It certainly is not. It's slightly exaggerated scientific fact.,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.,,positive,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Not just me, look at all of these people.",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,"Everybody's told the same story. It keeps us coming back for more, it keeps us excited. We keep thinking that life is going start at any minute if we can just find the right spot, get in on the action.",,positive,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Are we talking about the same thing, here?",,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"I'm sorry, it's just fish to me.",,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Carla, can I ask you something? Now, don't take this the wrong way, but are you on your period?",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"Don't ask me that. I hate it when you ask me that, you always ask me that. It's insulting.",ang,negative,ang
Ses01F_script02_2,Ses01F_script02_2_M,"Well then, what's bugging you?",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,We just have different ideas of what this night is supposed to look like.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing. We go ooh, ah, look at the fish and we go home.",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,"For God- Grow up, Augie. The fish are not going to arrive.",ang,negative,ang
Ses01F_script02_2,Ses01F_script02_2_M,Why not?,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,Because they never do. Have they...Have they ever?,ang,negative,ang
Ses01F_script02_2,Ses01F_script02_2_M,We've missed them twice.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,Twice is every time we have tried; that's ever.,ang,negative,ang
Ses01F_script02_2,Ses01F_script02_2_M,They'll show up this time.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,No they won't. It's like waiting for Santa Claus.,,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_F,I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up. And the fish never show up.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,I thought you wanted to see it.,,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_F,You don't understand anything I am saying.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,No. Of course not.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I did want to see it, I still do, I always do. I just...",,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I feel like I'm always just standing here waiting. I feel like this night is going to be the night, but it never is.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,"It's just fish, it's nothing to get traumatized over.",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,"For God's sake, this is not about fish.",ang,negative,ang
Ses01F_script02_2,Ses01F_script02_2_M,Okay. I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,"Okay. So you were fine during that phone call from Marge and then dinner was okay. And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? And I said, sure great, let's go.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Okay. So I am putting out the pets, getting the car out of the garage.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,Do you remember the first year we came here? It was like four years after we got married.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"We thought I was pregnant, we got a bottle of champagne, we had no glasses. We took off our shoes and you asked me to dance.",,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them. And I remember thinking, this is it. You know, finally, I am as happy as I'm supposed to be.",hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,"Wait a minute, I got it.",,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"Drinking champagne from the bottle,",,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne. I said no, time's a wasting or something like that.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,dancing barefoot in the sand.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,"That's what it is? Right? You want this to be like the other time, right?",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,I'd rather not remember some things. I'd rather not hope for some things.,sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,Sure. All right. Okay.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"Listen, do you want to dance?",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,No.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,Do you want me to go get some champagne?,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,No.,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to take off your shoes?,hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_F,"No, no. Nothing.",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,Then what?,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to get married again?,hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_F,No.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,What? What? Do you want a divorce?,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,A vacation?,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,No.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,Like a new carpet? A poodle? A back rub? Ice cream? A suicide pact? What do you want? What the hell do you want?,,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,I just want something to turn out like I expected it to.,,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_M,"Well welcome to the human race, huh? Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish? No.",,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_F,[BREATHING],fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,"No I'm just like you. I thought it was going to be all roses and peaches and the bills would just pay themselves. And we'll have three, fat rosy cheeked children. Huh, baby, the joke's on us. Because you know what you get?",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,Do you know what you get? You get this.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,This? What is this? This is nothing. This isn't even anything.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,Yes it is.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,Sure. This is standing on the beach waiting. This is fighting.,,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_M,Right,,neutral,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I mean this is a lot of things, but it's just...",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,Do you understand what I am saying?,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,I'm doing the best I can.,fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_F,"I know you are Augie, I know.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_F,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,"Maybe if you were with someone else, too.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_F,I didn't say that.,sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,I just- I know I don't make you happy.,sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_F,"Don't be ridiculous. Anything that- anything I am doing, I'd rather be doing it with you.",,neutral,sad
Ses01F_script02_2,Ses01F_script02_2_M,Yeah?,,neutral,sad
Ses01F_script02_2,Ses01F_script02_2_F,Yeah. Don't you know that?,,neutral,sad
Ses01F_script02_2,Ses01F_script02_2_F,For Heaven's sake Augie.,,neutral,sad
Ses01F_script02_2,Ses01F_script02_2_F,"You're the one who probably wishes he was with somebody else. Somebody who doesn't take things so seriously, who could enjoy herself.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,"You know, actually now that you mention it, no I don't.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"So maybe we are in the wrong spot, but we are with the right person.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,"I don't know, it seemed like such a good spot to me.",fru,negative,fru
Ses01F_script02_2,Ses01F_script02_2_M,"We have a great view of the moon from here, though, huh?",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,"Hmm. I noticed that, it's pretty. Big old white moon.",hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,And look what I got here.,hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_F,"Augie, you bought refreshments.",hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,It's not champagne.,,neutral,hap
Ses01F_script02_2,Ses01F_script02_2_F,I guess we don't need glasses.,hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,[BREATHING],hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_M,Do you want to go home? Are you cold?,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,I'm beginning to think this might be the right spot after all.,hap,positive,hap
Ses01F_script02_2,Ses01F_script02_2_F,"Augie, I'm sorry.",sad,negative,sad
Ses01F_script02_2,Ses01F_script02_2_M,"Shh. If we're very quiet, the fish might come.",neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_F,Or not.,neu,neutral,neu
Ses01F_script02_2,Ses01F_script02_2_M,Or not.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,Good God.,,positive,neu
Ses01F_script03_1,Ses01F_script03_1_F,Is it them?,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,I wonder.,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_F,Freda is the only one who knows we are here. She wouldn't ring up.,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,It must be them then.,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_F,It had to happen sooner or later. What are we going to do?,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,[BREATHING],,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,"We are okay, aren't we darling?",,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_F,"Now and always, sweet.",,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,I don't care then.,exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_F,It had to happen sooner or later.,,neutral,neu
Ses01F_script03_1,Ses01F_script03_1_M,"Hello? Hello? I'm sorry, what's that?",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,No. Wrong number. [LAUGHTER],hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER] That sent shivers up my spine.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,What shall we do if they suddenly walk in on us.[LAUGHTER],hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,We'll behave exquisitely.,exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_M,With perfect poise.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,I think I shall do a curtsy.,exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_M,"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy. Do they?",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,Hmm. The pity is that one can't stay happy.,,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Darling, don't say that.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,It's true. I think the whole thing's a cruel joke.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,What? This beautiful and sacred thing - love?,,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,Yes. Meaning just that.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Well what does it all mean? That's what I ask myself in my quest for ultimate truth. Dear God, what does it all mean?",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,Don't laugh at me. I'm being serious.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Oh darling, you mustn't be serious. It's just what they want.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,Who's they?,exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_M,"All of those futile moralists who make life unbearable. You have to laugh at them, be flippant.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,"You know, flippancy brings out the acid in their darned, light and sweetness.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,"you know if I laugh at everything then I must laugh at us, too.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,Oh of course. We are figures of fun. All right.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,"How long with it last, this ludicrous overbearing love of ours?",,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,Who knows?,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,Shall we always want to bicker and fight?,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,Oh no. That fire will fade along with our passion.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Oh dear, should we like that?",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,Well it depends on how well we've played.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,What happens if one of us dies? Does the other one still laugh?,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,Yes. Yes with all of his might.,exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_F,"Well that's serious enough, isn't it?",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,"No, no, no, no. no. Death is a very laughable thing. It's a cunning little mystery, it's all done with mirrors.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,I think you are talking nonsense.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Oh. So is everyone, in the long run.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Let's be superficial, and just pity those poor philosophers, huh? Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER],hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Oh Elliott, worms don't pop.",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,"Oh See, I don't care what you do, see. You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world. I shan't say a word, just as long as you love me best.",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Aw. Thank you, darling. The same applies to you too, except that if you so much as look at another woman I'll kill you.",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_M,Do you remember that awful scene we had in Venice?,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,Which particular one?,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,The one where you put that tiny painted wooden snake in my bed.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Oh Charles, that was his name. He did wiggle so beautifully.",exc,positive,exc
Ses01F_script03_1,Ses01F_script03_1_M,[GARBAGE],,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,It was a terrible thing. I hated it.,,negative,hap
Ses01F_script03_1,Ses01F_script03_1_F,I know you did. You threw him out the window into the Grand Canal. I'll never forgive you for that.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,How long did that row last?,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,It went on intermittently for days.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,Uh huh.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_F,"Oh And it burnt my comb, too, and all of those towels in the bathroom.",,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,"That was a rouser, wasn't it?",hap,positive,hap
Ses01F_script03_1,Ses01F_script03_1_F,[LAUGHTER] That was the first time you hit me.,,neutral,hap
Ses01F_script03_1,Ses01F_script03_1_M,I did not hit you very hard.,,neutral,hap
