data_split,dialogue_id,original_id,speaker,utterance,emotion,sentiment
train,dailydialog-train-1628,train-1628,user,Don't worry. I will arrange everything.,happiness,positive
train,dailydialog-train-1628,train-1628,system,"All right, see you tonight.",happiness,positive
train,dailydialog-train-1628,train-1628,user,See you.,happiness,positive
train,dailydialog-train-1629,train-1629,user,"Hello Mei, How about going for a meal this evening?",happiness,positive
train,dailydialog-train-1629,train-1629,system,Good idea! I finish work at five. Why don't we meet at six?,happiness,positive
train,dailydialog-train-1629,train-1629,user,Ok that sounds good. Where shall I meet you?,happiness,positive
train,dailydialog-train-1629,train-1629,system,Let's meet in front of the train station.,happiness,positive
train,dailydialog-train-1629,train-1629,user,"Ok great, I'll see you at six.",happiness,positive
train,dailydialog-train-1629,train-1629,system,"Ok, see you tonight! Don't be late!",happiness,positive
train,dailydialog-train-1630,train-1630,user,I'd like to meet you again sometime.,happiness,positive
train,dailydialog-train-1630,train-1630,system,"That would be great. Actually, can I get your phone number, Ella? That's assuming you don't mind if I call you sometime.",happiness,positive
train,dailydialog-train-1630,train-1630,user,Anytime. You can reach me at 5558929.,happiness,positive
train,dailydialog-train-1630,train-1630,system,"Ok, got it. I will call you sometime next week.",happiness,positive
train,dailydialog-train-1630,train-1630,user,Fine.,happiness,positive
train,dailydialog-train-1630,train-1630,system,"It's time to go. Bye, Ella. Hope to see you soon",happiness,positive
train,dailydialog-train-1630,train-1630,user,"Bye, Jason.",happiness,positive
train,dailydialog-train-1631,train-1631,user,"Lisa, I'm so glad to see you. How are you doing?",happiness,positive
train,dailydialog-train-1631,train-1631,system,"Fine. I miss you so much, uncle Benjamin.",happiness,positive
train,dailydialog-train-1631,train-1631,user,Me too. We haven't seen each other for years.,neutral,neutral
train,dailydialog-train-1631,train-1631,system,It's been 3 years now.,neutral,neutral
train,dailydialog-train-1631,train-1631,user,How time flies! Now you are a college student out of a little girl.,neutral,neutral
train,dailydialog-train-1631,train-1631,system,How is aunty Shirley?,neutral,neutral
train,dailydialog-train-1631,train-1631,user,Couldn't be better.,neutral,neutral
train,dailydialog-train-1631,train-1631,system,How has May been?,neutral,neutral
train,dailydialog-train-1631,train-1631,user,She's been good. She is in grade one in Joy Chain high school. And she dreams to be a volunteer in 2008.,neutral,neutral
train,dailydialog-train-1632,train-1632,user,"When she told me that she would marry no man but Dick, my heart was almost in my mouth.",surprise,positive
train,dailydialog-train-1632,train-1632,system,"You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.",surprise,positive
train,dailydialog-train-1632,train-1632,user,I could not and can't make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.,surprise,positive
train,dailydialog-train-1632,train-1632,system,"But Sarah says she does not care, so long as he loves her.",neutral,neutral
train,dailydialog-train-1633,train-1633,user,Excuse me. May I take a picture of you and your little boy?,neutral,neutral
train,dailydialog-train-1633,train-1633,system,What's it for?,neutral,neutral
train,dailydialog-train-1633,train-1633,user,It's for a book.,neutral,neutral
train,dailydialog-train-1633,train-1633,system,"Oh, that's a nice idea. Well, it's fine if you take our picture.",happiness,positive
train,dailydialog-train-1633,train-1633,user,Thank you. I appreciate your help.,happiness,positive
train,dailydialog-train-1634,train-1634,user,"Hey, That's a really nice outfit you have on.",happiness,positive
train,dailydialog-train-1634,train-1634,system,"Why, thank you. I wasn't sure if it looked okay or not. I can't believe all the words the salesgirl said.",happiness,positive
train,dailydialog-train-1634,train-1634,user,"Oh, you look stunning. Your dress really goes well with your shoes.",happiness,positive
train,dailydialog-train-1634,train-1634,system,I'm glad that you think so. I thought it might be a bit too revealing.,happiness,positive
train,dailydialog-train-1634,train-1634,user,"No, not at all. It looks really classy on you. Where did you pick that up?",happiness,positive
train,dailydialog-train-1634,train-1634,system,I got it on sale down at the department store.,neutral,neutral
train,dailydialog-train-1634,train-1634,user,When did you go there?,neutral,neutral
train,dailydialog-train-1634,train-1634,system,"I was just there a couple of days ago. You know, you should go down there too. They have a lot of stylish clothes on sale.",neutral,neutral
train,dailydialog-train-1634,train-1634,user,I might just do that. What style of clothes do they have?,neutral,neutral
train,dailydialog-train-1634,train-1634,system,Anything you want. They have both casual and formal styles.,neutral,neutral
train,dailydialog-train-1634,train-1634,user,I was hoping to get a few new ties for my collection.,neutral,neutral
train,dailydialog-train-1634,train-1634,system,That's a good idea. Some of your ties are pretty outdated.,neutral,neutral
train,dailydialog-train-1634,train-1634,user,"Well, I spent a lot of money on getting my shirts tailor-made, so I couldn't afford to buy any new ties.",neutral,neutral
train,dailydialog-train-1634,train-1634,system,"Anyways, are you going to the party tonight?",neutral,neutral
train,dailydialog-train-1634,train-1634,user,"Yes, I am. Say, are you going to wear that outfit to the party?",neutral,neutral
train,dailydialog-train-1634,train-1634,system,I don't think so. It is a little too formal. I'm probably going to wear something more laid back.,neutral,neutral
train,dailydialog-train-1634,train-1634,user,Me too. I will probably go dressed in a T-shirt and jeans.,neutral,neutral
train,dailydialog-train-1634,train-1634,system,I guess that you will really be dressing down.,neutral,neutral
train,dailydialog-train-1634,train-1634,user,That's my style when I'm not in the office.,neutral,neutral
train,dailydialog-train-1634,train-1634,system,Good point. I suppose that we all have our own individual styles.,happiness,positive
train,dailydialog-train-1635,train-1635,user,"Hello, John. How are you?",neutral,neutral
train,dailydialog-train-1635,train-1635,system,"I'm fine, thanks. And you?",happiness,positive
train,dailydialog-train-1635,train-1635,user,"Very well, thanks. Nice to see you again. I haven't seen you for a long time. What have you been doing lately?",happiness,positive
train,dailydialog-train-1635,train-1635,system,"Oh, nothing much really. And how is everything with you?",neutral,neutral
train,dailydialog-train-1635,train-1635,user,"Fine, thanks. I've been busy lately.",happiness,positive
train,dailydialog-train-1635,train-1635,system,What have you been doing?,neutral,neutral
train,dailydialog-train-1635,train-1635,user,I've been studying for my exams. My school exams will begin next month.,neutral,neutral
train,dailydialog-train-1635,train-1635,system,Really? Good luck for them.,surprise,positive
train,dailydialog-train-1635,train-1635,user,Thanks. And how are your parents?,happiness,positive
train,dailydialog-train-1635,train-1635,system,"They're both very well, thanks.",happiness,positive
train,dailydialog-train-1635,train-1635,user,Where are you going now?,neutral,neutral
train,dailydialog-train-1635,train-1635,system,I'm going to do some shopping. Why don't you come with me?,neutral,neutral
train,dailydialog-train-1635,train-1635,user,I can't. I have to meet someone.,neutral,neutral
train,dailydialog-train-1635,train-1635,system,It's been nice talking to you.,happiness,positive
train,dailydialog-train-1635,train-1635,user,Good-bye. See you again sometime.,happiness,positive
train,dailydialog-train-1636,train-1636,user,"Mom, look, that cake looks delicious. My mouth is watering.",happiness,positive
train,dailydialog-train-1636,train-1636,system,"OK, boy. I will buy it for you.",happiness,positive
train,dailydialog-train-1637,train-1637,user,What a pin-up she is!,happiness,positive
train,dailydialog-train-1637,train-1637,system,Can you imagine she's over forty?,happiness,positive
train,dailydialog-train-1637,train-1637,user,That's incredible! She has such a sharp figure.,surprise,positive
train,dailydialog-train-1637,train-1637,system,Absolutely. She's a teacher of aerobics.,happiness,positive
train,dailydialog-train-1638,train-1638,user,What's the date today Mr. Brown? I don't have a calendar.,neutral,neutral
train,dailydialog-train-1638,train-1638,system,"Today is Tuesday , 25th September , 2001.",neutral,neutral
train,dailydialog-train-1638,train-1638,user,"25th Sep? Oh, I have an appointment tonight.",neutral,neutral
train,dailydialog-train-1638,train-1638,system,What time is your appointment?,neutral,neutral
train,dailydialog-train-1638,train-1638,user,It is at 8 o'clock.,neutral,neutral
train,dailydialog-train-1638,train-1638,system,What time is now? Do you have the correct time?,neutral,neutral
train,dailydialog-train-1638,train-1638,user,I don't know what time it is.,neutral,neutral
train,dailydialog-train-1638,train-1638,system,It must be about 6 o'clock.,neutral,neutral
train,dailydialog-train-1638,train-1638,user,I have to go now. I don't want to be late.,neutral,neutral
train,dailydialog-train-1638,train-1638,system,You won't be late. It's still early.,neutral,neutral
train,dailydialog-train-1639,train-1639,user,"Hi, Michelle. Do you need to use the photocopier?",neutral,neutral
train,dailydialog-train-1639,train-1639,system,"Oh, hi Jeremy. No please, go ahead. So how are you, Jeremy? I was talking to Linda about you only last week.",neutral,neutral
train,dailydialog-train-1639,train-1639,user,"Oh, I'm fine, thanks. I'm super busy with work actually. Did you hear about the Lawson contract?",neutral,neutral
train,dailydialog-train-1639,train-1639,system,"No, tell me more.",neutral,neutral
train,dailydialog-train-1639,train-1639,user,"Well, I was discussing the contract with Bill and he said that they met the head of Lawsons last week.",neutral,neutral
train,dailydialog-train-1639,train-1639,system,And.,neutral,neutral
train,dailydialog-train-1639,train-1639,user,"And hopefully they are going to confirm the deal on Wednesday, fingers crossed.",neutral,neutral
train,dailydialog-train-1639,train-1639,system,"That's great news, Jeremy. Congratulations! Anyway, I must get back, but give my regards to your wife Monica.",happiness,positive
train,dailydialog-train-1639,train-1639,user,"I will, Michelle. Speak to you soon.",happiness,positive
train,dailydialog-train-1640,train-1640,user,What's your favorite kind of music? Do you like pop music?,neutral,neutral
train,dailydialog-train-1640,train-1640,system,I like almost all kinds of music. But I like country music best.,neutral,neutral
train,dailydialog-train-1640,train-1640,user,There was a concert country music last week.,neutral,neutral
train,dailydialog-train-1640,train-1640,system,I wish I had been there!,neutral,neutral
train,dailydialog-train-1640,train-1640,user,"I like it, too. But sometimes I enjoy jazz and classical music.",happiness,positive
train,dailydialog-train-1640,train-1640,system,You have good taste in music.,happiness,positive
train,dailydialog-train-1641,train-1641,user,What can I do for you?,neutral,neutral
train,dailydialog-train-1641,train-1641,system,I am returning these books.,neutral,neutral
train,dailydialog-train-1641,train-1641,user,What did you do to this book?,neutral,neutral
train,dailydialog-train-1641,train-1641,system,I accidentally ripped the cover.,neutral,neutral
train,dailydialog-train-1641,train-1641,user,You will need to pay for the damage.,neutral,neutral
train,dailydialog-train-1641,train-1641,system,How much do I need to pay?,neutral,neutral
train,dailydialog-train-1641,train-1641,user,I'm going to need $5. 00.,neutral,neutral
train,dailydialog-train-1641,train-1641,system,That's not too expensive.,neutral,neutral
train,dailydialog-train-1641,train-1641,user,It isn't.,neutral,neutral
train,dailydialog-train-1641,train-1641,system,Here's the $5. 00.,neutral,neutral
train,dailydialog-train-1641,train-1641,user,Thank you.,neutral,neutral
train,dailydialog-train-1641,train-1641,system,No problem. Have a good one.,neutral,neutral
train,dailydialog-train-1642,train-1642,user,Hello?,neutral,neutral
train,dailydialog-train-1642,train-1642,system,"Hi, Randy. What are you going to do this weekend?",neutral,neutral
train,dailydialog-train-1642,train-1642,user,I'Ve no idea. Nothing really.,neutral,neutral
train,dailydialog-train-1642,train-1642,system,How about going hunting with me?,happiness,positive
train,dailydialog-train-1642,train-1642,user,Wonderful.,happiness,positive
train,dailydialog-train-1642,train-1642,system,Okay. I'll pick you up around 6,happiness,positive
train,dailydialog-train-1642,train-1642,user,I'll be ready.,happiness,positive
train,dailydialog-train-1643,train-1643,user,"How is your business on the Internet, Steven?",neutral,neutral
train,dailydialog-train-1643,train-1643,system,Don't mention it. I lost a bunch of money on it this year. I think it is on the brink of bankruptcy.,neutral,neutral
train,dailydialog-train-1643,train-1643,user,"I am sorry to hear that. It shows that you should buy companies, not ideas.",neutral,neutral
train,dailydialog-train-1643,train-1643,system,I changed my strategy around too. I am investing in good companies now.,neutral,neutral
train,dailydialog-train-1643,train-1643,user,"Yes, I agree with you. I am going to find a good company and invest in it soon.",happiness,positive
train,dailydialog-train-1643,train-1643,system,It's a good idea. But please be careful when you invest this time.,happiness,positive
train,dailydialog-train-1643,train-1643,user,"Yes, I will. I should learn more from you. After all I am green hand on it.",happiness,positive
train,dailydialog-train-1643,train-1643,system,"If you have any question, you can ask me.",happiness,positive
train,dailydialog-train-1643,train-1643,user,OK. My wife sent me a message and asked me to go home just now. I am leaving.,happiness,positive
train,dailydialog-train-1643,train-1643,system,All right. Let's chat next time. Bye-bye.,happiness,positive
train,dailydialog-train-1643,train-1643,user,Bye.,happiness,positive
train,dailydialog-train-1644,train-1644,user,Where do you have to go.,neutral,neutral
train,dailydialog-train-1644,train-1644,system,To New York.,neutral,neutral
train,dailydialog-train-1644,train-1644,user,When do you have to be there.,neutral,neutral
train,dailydialog-train-1644,train-1644,system,Tomorrow morning.,neutral,neutral
train,dailydialog-train-1644,train-1644,user,How long do you have to be there?,neutral,neutral
train,dailydialog-train-1644,train-1644,system,Three days.,neutral,neutral
train,dailydialog-train-1644,train-1644,user,When will you be back?,neutral,neutral
train,dailydialog-train-1644,train-1644,system,On Friday.,neutral,neutral
train,dailydialog-train-1645,train-1645,user,I'Ve got a new boss.,neutral,neutral
train,dailydialog-train-1645,train-1645,system,"Oh, what's he like?",neutral,neutral
train,dailydialog-train-1645,train-1645,user,"Well, he's got dark hair and brown eyes.",neutral,neutral
train,dailydialog-train-1645,train-1645,system,Yes.,neutral,neutral
train,dailydialog-train-1645,train-1645,user,And a white sports car.,neutral,neutral
train,dailydialog-train-1645,train-1645,system,"Um, that's good.",happiness,positive
train,dailydialog-train-1645,train-1645,user,"Yes, but he's got a wife and 3 children as well.",neutral,neutral
train,dailydialog-train-1646,train-1646,user,Now I understand. But I don't smoke or drink. So what am I supposed to buy in here?,neutral,neutral
train,dailydialog-train-1646,train-1646,system,You can buy some of these nice butterflies.,neutral,neutral
train,dailydialog-train-1646,train-1646,user,"No, I'm sorry. I don't think it is nice to have butterflies mounted in boxes. It is kind of disgusting.",neutral,neutral
train,dailydialog-train-1646,train-1646,system,What? You feel sorry for the butterflies?,neutral,neutral
train,dailydialog-train-1646,train-1646,user,"Yes. I think they should just let them fly free, and not try to sell them to foreigners. It is a kind of destruction of nature.",neutral,neutral
train,dailydialog-train-1646,train-1646,system,"Well, I agree with you. I'd rather think that the butterflies are flying around in the mountains. I just wonder if they really catch so many that it affects the butterfly population.",neutral,neutral
train,dailydialog-train-1646,train-1646,user,"Who knows? Hey, I like these jade bears here.",neutral,neutral
train,dailydialog-train-1646,train-1646,system,How much are they?,neutral,neutral
train,dailydialog-train-1646,train-1646,user,This one is 2300 dollars. Maybe I should buy it for my mother. What do you think?,neutral,neutral
train,dailydialog-train-1646,train-1646,system,If you want. Didn't you buy her a small vase already?,neutral,neutral
train,dailydialog-train-1646,train-1646,user,"Yes, but she would like this a lot. She likes to collect little things like this.",neutral,neutral
train,dailydialog-train-1646,train-1646,system,"Alright. Buy it then. I won't buy anything. Well, maybe I'll buy some Cognac.",neutral,neutral
train,dailydialog-train-1646,train-1646,user,Maybe I could buy some Cognac for my brother. He always drinks it.,neutral,neutral
train,dailydialog-train-1646,train-1646,system,Let's go ask about it.,neutral,neutral
train,dailydialog-train-1647,train-1647,user,What's new?,neutral,neutral
train,dailydialog-train-1647,train-1647,system,Nothing much.,neutral,neutral
train,dailydialog-train-1648,train-1648,user,"Hi, Monica, I got big news.",neutral,neutral
train,dailydialog-train-1648,train-1648,system,You got a raise?,neutral,neutral
train,dailydialog-train-1648,train-1648,user,"Not really, just take a wild guess.",neutral,neutral
train,dailydialog-train-1648,train-1648,system,You got promoted?,neutral,neutral
train,dailydialog-train-1648,train-1648,user,"Well, it is not going to happen so soon, I guess.",neutral,neutral
train,dailydialog-train-1648,train-1648,system,"You won a lottery? Don't beat around the bush, just tell me, please.",neutral,neutral
train,dailydialog-train-1648,train-1648,user,"Ok, I lost 5 pounds.",neutral,neutral
train,dailydialog-train-1649,train-1649,user,I'm frustrated.,sadness,negative
train,dailydialog-train-1649,train-1649,system,What's the problem?,neutral,neutral
train,dailydialog-train-1649,train-1649,user,I can't work out this problem.,sadness,negative
train,dailydialog-train-1649,train-1649,system,Let me take a look. Maybe I can figure it out.,neutral,neutral
train,dailydialog-train-1649,train-1649,user,Thanks. I really appreciate it.,happiness,positive
train,dailydialog-train-1650,train-1650,user,"You're a big fan of Andy Lau, aren't you?",neutral,neutral
train,dailydialog-train-1650,train-1650,system,"Yes, I'Ve been got all his albums and most of his films on DVD. I adore him. He's my idol.",neutral,neutral
train,dailydialog-train-1650,train-1650,user,How come you don't have all of his films on DVD?,neutral,neutral
train,dailydialog-train-1650,train-1650,system,"Some of his early films are hard to find nowadays, especially the ones where he only played a bit part.",neutral,neutral
train,dailydialog-train-1650,train-1650,user,I see. I'm sure you'll find them one day. I see you also have several poster of him.,neutral,neutral
train,dailydialog-train-1650,train-1650,system,Yes. These posters are new. I bought them last week and put them up on my bedroom walls yesterday.,neutral,neutral
train,dailydialog-train-1650,train-1650,user,Are you a member of his fan club?,neutral,neutral
train,dailydialog-train-1650,train-1650,system,"I was, but then I discovered you can find out everything for free on the internet, so I'm not a member now.",neutral,neutral
train,dailydialog-train-1650,train-1650,user,Did you see the interview with Andy Lau in cosmopolitan magazine last month?,neutral,neutral
train,dailydialog-train-1650,train-1650,system,Of course! I bought two copies.,neutral,neutral
train,dailydialog-train-1650,train-1650,user,"Two copies? One to keep and one to cut the pictures out of, right?",neutral,neutral
train,dailydialog-train-1651,train-1651,user,"What would you like to have in your breakfast, bread, egg or sandwiches?",neutral,neutral
train,dailydialog-train-1651,train-1651,system,Bread.,neutral,neutral
train,dailydialog-train-1651,train-1651,user,And milk or orange juice?,neutral,neutral
train,dailydialog-train-1651,train-1651,system,Orange juice.,neutral,neutral
train,dailydialog-train-1651,train-1651,user,"What would you like for lunch, pork, mutton or beef?",neutral,neutral
train,dailydialog-train-1651,train-1651,system,I think mutton is best.,neutral,neutral
train,dailydialog-train-1651,train-1651,user,"What kind of drink do you like most, red wine, beer or champagne?",neutral,neutral
train,dailydialog-train-1651,train-1651,system,I like champagne.,neutral,neutral
train,dailydialog-train-1651,train-1651,user,"And among apples, oranges and bananas, which is your favorite?",neutral,neutral
train,dailydialog-train-1651,train-1651,system,Banana of course.,neutral,neutral
train,dailydialog-train-1651,train-1651,user,Do you always have meals outside or in your house?,neutral,neutral
train,dailydialog-train-1651,train-1651,system,"I always have meals outside, because I'm not good at cooking.",neutral,neutral
train,dailydialog-train-1652,train-1652,user,The art critic from the daily chronicle doesn't think much of the max oreo exhibition. He says that the artwork is uninspiring and old fashioned.,neutral,neutral
train,dailydialog-train-1652,train-1652,system,Really? I thought the exhibition showed that he had real talent. What did you think of it?,surprise,positive
train,dailydialog-train-1652,train-1652,user,"I liked it. I didn't think his works were masterpieces, but the certainly weren't uninspiring, in my opinion.",neutral,neutral
train,dailydialog-train-1652,train-1652,system,I don't think I'Ve ever read a good review of an exhibition by that critic. He doesn't seem to like anything. Which kinds of paintings do you prefer?,neutral,neutral
train,dailydialog-train-1652,train-1652,user,"I like landscapes and still life. You prefer abstract paintings, don't you?",neutral,neutral
train,dailydialog-train-1652,train-1652,system,"Yes, I do. I like painters who use will rather than watercolors. The colors appear richer. What do you think?",neutral,neutral
train,dailydialog-train-1652,train-1652,user,"I agree. I prefer oils too. I collect landscapes, but I only have a small collection. You have a small collection of abstract art, don't you?",neutral,neutral
train,dailydialog-train-1652,train-1652,system,"Yes. Good artwork is very expensive nowadays. When I was in china, I bought some calligraphy by famous artists. You should come and see it sometime.",neutral,neutral
train,dailydialog-train-1652,train-1652,user,That would be nice. Can you read the characters?,neutral,neutral
train,dailydialog-train-1652,train-1652,system,I know what the characters on the paintings mean. I think Chinese characters look very artistic. It's said that the way they are written can give insight into the artist's character.,neutral,neutral
train,dailydialog-train-1652,train-1652,user,I think that's true with any of the fine arts.,neutral,neutral
train,dailydialog-train-1653,train-1653,user,"Jenny, are you having fun here?",happiness,positive
train,dailydialog-train-1653,train-1653,system,"Yes, of course. This is really a nice party with wonderful people and lovely wines.",happiness,positive
train,dailydialog-train-1653,train-1653,user,I'm glad you're enjoying it.,happiness,positive
train,dailydialog-train-1653,train-1653,system,Thank you for the invitation.,happiness,positive
train,dailydialog-train-1653,train-1653,user,It's my pleasure. Would you like another glass of champagne?,happiness,positive
train,dailydialog-train-1653,train-1653,system,"Yes, please. Thank you for everything.",happiness,positive
train,dailydialog-train-1654,train-1654,user,What do you think of the play showed last night?,neutral,neutral
train,dailydialog-train-1654,train-1654,system,I think there's too much violence and it did no good to my little boy.,neutral,neutral
train,dailydialog-train-1654,train-1654,user,"Yes, I turned it off when the fight got heated in it.",neutral,neutral
train,dailydialog-train-1654,train-1654,system,It's really hard to avoid such bad influence anyway.,neutral,neutral
train,dailydialog-train-1655,train-1655,user,"Hey, Tom, I want to learn how to play golf.",happiness,positive
train,dailydialog-train-1655,train-1655,system,You're really sporty!,happiness,positive
train,dailydialog-train-1655,train-1655,user,I want to do everything I can.,neutral,neutral
train,dailydialog-train-1655,train-1655,system,Do you have clubs?,neutral,neutral
train,dailydialog-train-1655,train-1655,user,No. Can I rent clubs?,neutral,neutral
train,dailydialog-train-1655,train-1655,system,There are clubs for beginners. It's cheaper to buy those rather than rent them a few times.,neutral,neutral
train,dailydialog-train-1655,train-1655,user,What kinds of clubs?,neutral,neutral
train,dailydialog-train-1655,train-1655,system,Like the seven-piece set. It's only $120.,neutral,neutral
train,dailydialog-train-1655,train-1655,user,I'll buy a set. But you have to teach me.,happiness,positive
train,dailydialog-train-1655,train-1655,system,Okay.,happiness,positive
train,dailydialog-train-1656,train-1656,user,"You are married to a foreigner, aren't you? So what's it like?",happiness,positive
train,dailydialog-train-1656,train-1656,system,"Well, in the first year of our marriage, we had great difficulties in getting along. The things that are important to me are not important to him. We had a lot of conflicts.",happiness,positive
train,dailydialog-train-1656,train-1656,user,"Yeah, I know what you mean. The first year of any marriage is difficult for all couples, not to mention two people from different cultures.",happiness,positive
train,dailydialog-train-1656,train-1656,system,Now we have a two-year-old boy. We're very happy that he's healthy and smart.,happiness,positive
train,dailydialog-train-1656,train-1656,user,"Oh, so he's half Chinese and half American. That's unusual. What languages does he speak, then?",happiness,positive
train,dailydialog-train-1656,train-1656,system,"Right now he speaks mostly English, and he can say a few Chinese words. But he will learn in the future.",happiness,positive
train,dailydialog-train-1656,train-1656,user,What does he look like? Can people tell?,happiness,positive
train,dailydialog-train-1656,train-1656,system,"Yes, people surely can. He's whiter than the Chinese kids, and his hair is a little blonde. My husband says his eyes are very Chinese though.",happiness,positive
train,dailydialog-train-1657,train-1657,user,"What do you mean his grandmothers are already dead? Wait a minute, you don't think he's avoiding me, do you?",neutral,neutral
train,dailydialog-train-1657,train-1657,system,"Well you know, claiming that your grandmother is sick is the classic excuse used to get out of doing something.",neutral,neutral
train,dailydialog-train-1657,train-1657,user,"Oh man, I hate rejection. It really makes you feel terrible, especially when you really liked the person.",neutral,neutral
train,dailydialog-train-1657,train-1657,system,Is there anything I can do to help? Just remember that I'm there for you if you want to talk about it.,neutral,neutral
train,dailydialog-train-1658,train-1658,user,"How do you do, Mr. Smith? This is Lili. I'm calling to thank you for the wonderful dinner we had yesterday. I enjoyed it very much.",happiness,positive
train,dailydialog-train-1658,train-1658,system,You're welcome. I'd like you to join us for dinner again sometime.,happiness,positive
train,dailydialog-train-1658,train-1658,user,"Thank you, Mr. Smith. I'm returning to China today.",happiness,positive
train,dailydialog-train-1658,train-1658,system,Today?,happiness,positive
train,dailydialog-train-1658,train-1658,user,"Yes. I appreciate all help and in particular, all the time that you've spent on my account during my stay here.",happiness,positive
train,dailydialog-train-1658,train-1658,system,Don't mention it. I am pleased to help you.,happiness,positive
train,dailydialog-train-1658,train-1658,user,"If there's anything that I can help you in the future, please let me know.",happiness,positive
train,dailydialog-train-1658,train-1658,system,I'll do that. Thank you. Have a safe trip home.,happiness,positive
train,dailydialog-train-1659,train-1659,user,Do you buy that newspaper every day?,neutral,neutral
train,dailydialog-train-1659,train-1659,system,"Yes, I do. I find it very informative. It always has plenty of articles from correspondents all over the world and the business section is very useful too.",neutral,neutral
train,dailydialog-train-1659,train-1659,user,Is there a Sunday edition of that newspaper?,neutral,neutral
train,dailydialog-train-1659,train-1659,system,"Yes. There is. it has several sections, so it's quite a read! It usually takes me a few hours to read it on Sunday morning.",neutral,neutral
train,dailydialog-train-1659,train-1659,user,What section does it have?,neutral,neutral
train,dailydialog-train-1659,train-1659,system,"Let me see. There's the news section, the entertainment section, sports, business, and world affairs.",neutral,neutral
train,dailydialog-train-1659,train-1659,user,What's in that section?,neutral,neutral
train,dailydialog-train-1659,train-1659,system,World affairs? They look at the most important stories in more detail. I find it fascinating. Do you buy a daily paper?,neutral,neutral
train,dailydialog-train-1659,train-1659,user,"I buy a national newspaper sometimes, buy I nearly always buy a local evening newspaper. I find the local news more interesting than national or international news.",neutral,neutral
train,dailydialog-train-1660,train-1660,user,"You must like negotiating a lot. People are saying, you are a super negotiator.",happiness,positive
train,dailydialog-train-1660,train-1660,system,"Ha, I am flattered. Actually, when it comes to negotiate, you don't need to like it. You just need to understand how it works.",happiness,positive
train,dailydialog-train-1660,train-1660,user,I am not good at it by any means. Give me some advice.,happiness,positive
train,dailydialog-train-1660,train-1660,system,"Well, generally speaking, if you want to change someone's mind or understand his position, you have to put yourself in his shoes. Understand his need and the cost for his need. And then you work together to find a solution.",happiness,positive
train,dailydialog-train-1660,train-1660,user,Sounds easy. But how can I apply to practice? I am thinking about applying for more reimbursement for my mobile bill. But I am afraid our boss will turn me down.,neutral,neutral
train,dailydialog-train-1660,train-1660,system,"Ok, as John after Kennedy put it, let us never negotiate out of fear, but let us never fear to negotiate.",neutral,neutral
train,dailydialog-train-1661,train-1661,user,"Hey, Shirley. The party has been wonderful. My husband and my children have enjoyed it very much, and me too.",happiness,positive
train,dailydialog-train-1661,train-1661,system,I've said you will enjoy your life here!,happiness,positive
train,dailydialog-train-1661,train-1661,user,"I surely will. By the way, is the party like this held every weekend in our neighborhood?",happiness,positive
train,dailydialog-train-1661,train-1661,system,"Oh, I've forgotten to tell you. The party is held every other week. And every family gives their own performance each time.",happiness,positive
train,dailydialog-train-1661,train-1661,user,My children would like that; they like dancing very much.,happiness,positive
train,dailydialog-train-1661,train-1661,system,That's good!,happiness,positive
train,dailydialog-train-1661,train-1661,user,Look! Who is that guy on the stage?,surprise,positive
train,dailydialog-train-1661,train-1661,system,"Oh, my God! That's my husband, Benjamin.",surprise,positive
train,dailydialog-train-1661,train-1661,user,Really?,surprise,positive
train,dailydialog-train-1661,train-1661,system,"He likes American Idol very much, and he always imitates the contestant at home. I can't believe he got on the stage himself.",surprise,positive
train,dailydialog-train-1661,train-1661,user,He performs very well. He is so funny!,happiness,positive
train,dailydialog-train-1661,train-1661,system,"OK, just ignore him. I've noticed there are lots of exercise facilities in our community. After dinner you can go there for a walk with your family!",happiness,positive
train,dailydialog-train-1661,train-1661,user,"OK, that's perfect! By the way, is there any playground in our neighborhood?",happiness,positive
train,dailydialog-train-1661,train-1661,system,"Yes, there is one behind our building. And you can play tennis there. But if you want to play tennis there, they will change you 30 Yuan per hour.",happiness,positive
train,dailydialog-train-1661,train-1661,user,"OK, got it! Thank you so much. You have helped me a lot!",happiness,positive
train,dailydialog-train-1661,train-1661,system,You are welcome! We are neighbors!,happiness,positive
train,dailydialog-train-1662,train-1662,user,"You look pale, you must have poor health.",neutral,neutral
train,dailydialog-train-1662,train-1662,system,Yeah. You said it.,neutral,neutral
train,dailydialog-train-1662,train-1662,user,Why not go to see the doctor?,neutral,neutral
train,dailydialog-train-1662,train-1662,system,I'Ve done that. The doctor advised me to cut out smoking and drinking.,neutral,neutral
train,dailydialog-train-1663,train-1663,user,How is Tom now?,neutral,neutral
train,dailydialog-train-1663,train-1663,system,He's out of the hospital and up and about again at last.,neutral,neutral
train,dailydialog-train-1663,train-1663,user,Let's congratulate him on Sunday.,neutral,neutral
train,dailydialog-train-1664,train-1664,user,You said you like classical music very much. Then who is your favorite opera star?,happiness,positive
train,dailydialog-train-1664,train-1664,system,"There are three of them, the Three Tenors.",happiness,positive
train,dailydialog-train-1664,train-1664,user,"Oh, you mean Pavarotti, Domingo and Carreras. Have you been to their live shows?",happiness,positive
