data_split,dialogue_id,original_id,speaker,utterance,emotion
train,dailydialog-train-520,train-520,user,I will.,no emotion
train,dailydialog-train-521,train-521,user,Do you know Sally?,no emotion
train,dailydialog-train-521,train-521,system,Sally? She is a bachelor girl. She is an excellent designer. Many of the company's advertisements are her child trains.,happiness
train,dailydialog-train-521,train-521,user,Why is she still single? She must have a face that would stop a clock.,no emotion
train,dailydialog-train-521,train-521,system,"Oh, quite the other way round. She is a knock-out. She devotes much of her time to her career.",no emotion
train,dailydialog-train-522,train-522,user,Do you hear what happened to Sally?,no emotion
train,dailydialog-train-522,train-522,system,"No, what?",no emotion
train,dailydialog-train-522,train-522,user,She had to go to the hospital.,no emotion
train,dailydialog-train-522,train-522,system,Why?,no emotion
train,dailydialog-train-522,train-522,user,She passed out in class. Seems she hadn't eaten anything in days.,no emotion
train,dailydialog-train-522,train-522,system,Why on earth would she do that? You mean that she intentionally did not eat any food for days? That's crazy!,surprise
train,dailydialog-train-522,train-522,user,"Yeah, but that's what she did.",no emotion
train,dailydialog-train-522,train-522,system,I can't believe that there are girls who are willing to do that to their bodies. And all for a certain look.,surprise
train,dailydialog-train-522,train-522,user,"Well, it's not just the girl's fault. It's also society's fault - magazines and ads that show - thin models all saying, It's in to be thin. It's hard for them not to listen.",no emotion
train,dailydialog-train-522,train-522,system,"True, but there are limits. Being thin is one thing; starving oneself to death is another. No one forces them to do this.",no emotion
train,dailydialog-train-523,train-523,user,Have you ever thought about Tom's attitude?,no emotion
train,dailydialog-train-523,train-523,system,I'Ve cut it up and come to the conclusion that hi is actually sick of Jenny's brother. But he likes Jenny. She is a big apple in his eye.,no emotion
train,dailydialog-train-523,train-523,user,"Love me, love my dog. He's a sensible kind man.",no emotion
train,dailydialog-train-523,train-523,system,That's why many people look up to him.,no emotion
train,dailydialog-train-524,train-524,user,"Have you found another job yet, Sally?",no emotion
train,dailydialog-train-524,train-524,system,"No, I haven't, but I've seen several interesting advertisements in the paper.",no emotion
train,dailydialog-train-524,train-524,user,What kind of job are you looking for?,no emotion
train,dailydialog-train-524,train-524,system,Either something in the hotel business or something to do with travel.,no emotion
train,dailydialog-train-524,train-524,user,You haven't had any experience in either of those fields.,no emotion
train,dailydialog-train-524,train-524,system,"I know. But I'd like to try. Look, here are some advertisements that I've cut out.",no emotion
train,dailydialog-train-525,train-525,user,Hi. Are you new in this class?,no emotion
train,dailydialog-train-525,train-525,system,"Yes, I am. I really don't know anyone.",no emotion
train,dailydialog-train-525,train-525,user,My name is Steven. What's your name?,no emotion
train,dailydialog-train-525,train-525,system,My name is Bill. How are your lessons going?,no emotion
train,dailydialog-train-525,train-525,user,Very well. And my favorite subject is Chinese.,no emotion
train,dailydialog-train-525,train-525,system,"I prefer to learn English. In my opinion, English is easier than Chinese.",no emotion
train,dailydialog-train-525,train-525,user,I guess English has fewer characters.,no emotion
train,dailydialog-train-525,train-525,system,You are right.,no emotion
train,dailydialog-train-526,train-526,user,"Robert, this is my friend, Mrs. Smith.",no emotion
train,dailydialog-train-526,train-526,system,"Hi, Nice to meet you.",no emotion
train,dailydialog-train-526,train-526,user,Nice to meet you too.,no emotion
train,dailydialog-train-526,train-526,system,"Mrs. Smith, what do you do for work?",no emotion
train,dailydialog-train-526,train-526,user,I'm a doctor.,no emotion
train,dailydialog-train-526,train-526,system,Oh. Where do you work?,no emotion
train,dailydialog-train-526,train-526,user,New York University hospital in New York City. What do you do?,no emotion
train,dailydialog-train-526,train-526,system,I'm a teacher.,no emotion
train,dailydialog-train-526,train-526,user,What do you teach?,no emotion
train,dailydialog-train-526,train-526,system,I teach English.,no emotion
train,dailydialog-train-526,train-526,user,Where?,no emotion
train,dailydialog-train-526,train-526,system,At a high school in New Jersey.,no emotion
train,dailydialog-train-526,train-526,user,That's nice. How old are you?,no emotion
train,dailydialog-train-526,train-526,system,I'm 32.,no emotion
train,dailydialog-train-527,train-527,user,Hah! For three hours while you threw up. And Femi dumped me for that. I really loved her.,no emotion
train,dailydialog-train-527,train-527,system,"I'm so sorry, Taylor. Go talk to her. I'm sure she'd be happy to see you.",no emotion
train,dailydialog-train-527,train-527,user,She probably wouldn't even recognize me. She's probably married.,no emotion
train,dailydialog-train-527,train-527,system,"Yi-jun said Femi was talking about you. So get out there, Tiger!",no emotion
train,dailydialog-train-527,train-527,user,Was she really? So you're telling me there's a chance?,no emotion
train,dailydialog-train-527,train-527,system,Can't hurt to try. Carpe diem. Who can say if we'll be here tomorrow or not?,no emotion
train,dailydialog-train-528,train-528,user,"Oh, Ralph, I heard it is very dangerous traveling in space. Disasters have happened before. If the spaceship were out of order. . .",no emotion
train,dailydialog-train-528,train-528,system,You should be optimistic about this. Things have taken a good turn. You should remember that less than two centuries ago the dangers of train travel seemed similarly terrible.,no emotion
train,dailydialog-train-528,train-528,user,But is it possible that travelers could be hit by meteors?,no emotion
train,dailydialog-train-528,train-528,system,It's once in blue moon.,no emotion
train,dailydialog-train-528,train-528,user,What do you think is the real danger man faced in space?,no emotion
train,dailydialog-train-528,train-528,system,"The main one is radiation. There are two sorts of radiation man must fear in space. The first is radiation from the sun, and this is particularly dangerous when the sun is very active and explosions are occurring on its surface. The second, less harmful, comes from the so-called Van Allen Belts.",no emotion
train,dailydialog-train-529,train-529,user,"Hi, Mark, did you catch the game last night?",no emotion
train,dailydialog-train-529,train-529,system,"No, I was out. Was it worth watching?",no emotion
train,dailydialog-train-529,train-529,user,"You didn't hear? Spain won, two to zero.",no emotion
train,dailydialog-train-529,train-529,system,"Oh, really? So, Spain is through to the next round?",surprise
train,dailydialog-train-529,train-529,user,Yeah. The final is next week. You have to watch it.,no emotion
train,dailydialog-train-530,train-530,user,Get up as early as six o'clock only to be jammed at every crossroad and still late for work. What a life! I've had enough of it.,disgust
train,dailydialog-train-530,train-530,system,"Cool down, man. Everyone is fed up with the rush-hour traffic. But life isn't really all that. You should take the initiative and make some changes first.",happiness
train,dailydialog-train-530,train-530,user,What should I do then?,no emotion
train,dailydialog-train-530,train-530,system,"I recommend you ride a bike instead of commuting by bus. It may offer you many benefits. First, it's good for your health. I'm afraid it's not necessary for me to further elaborate. While lots of people spend time like an hour each morning exercising, a bike ride to work not only builds you up, but also makes full use of time. You might as well sleep out for a longer hour.",happiness
train,dailydialog-train-530,train-530,user,"I know cycling is always a more favorable choice than a bus. After all, it's a sport. But do you think it a pleasant experience to take in the dirty, polled air on the road?",disgust
train,dailydialog-train-530,train-530,system,"Well, such things are just unavoidable in a great metropolis like Beijing. I think a still more desirable benefit is psychological. Bicycling home after work can help release your stress. Life in the offices is miserable. You just sit there in a daze, gazing at the monitor and dealing with files and documents. Why don't you give a full play to your energy after work? Enjoy the speed on the road. Just think, you are flashing past the poles with your own energy. How great!",happiness
train,dailydialog-train-531,train-531,user,How many people are there in your family?,no emotion
train,dailydialog-train-531,train-531,system,"Five. Besides my parents and me, there are my brother and sister.",no emotion
train,dailydialog-train-531,train-531,user,That's a big family. How old is your brother?,no emotion
train,dailydialog-train-531,train-531,system,Eighteen.,no emotion
train,dailydialog-train-531,train-531,user,What about your sister?,no emotion
train,dailydialog-train-531,train-531,system,She's not quite twenty-five.,no emotion
train,dailydialog-train-531,train-531,user,Do you miss your family?,no emotion
train,dailydialog-train-531,train-531,system,Yes.,no emotion
train,dailydialog-train-531,train-531,user,Do you often go home?,no emotion
train,dailydialog-train-531,train-531,system,No. But I often send e-mail to them. And make a call to my parents regularly.,no emotion
train,dailydialog-train-531,train-531,user,How often do you call to them?,no emotion
train,dailydialog-train-531,train-531,system,Once a week.,no emotion
train,dailydialog-train-532,train-532,user,I'm terribly nervous.,fear
train,dailydialog-train-532,train-532,system,Calm down!,no emotion
train,dailydialog-train-533,train-533,user,What's wrong? You don't like ancient Egypt?,no emotion
train,dailydialog-train-533,train-533,system,"Actually, I don't like history. Lately, these shows are always about the Pyramids.",no emotion
train,dailydialog-train-533,train-533,user,The Pyramids are amazing! Millions of gigantic stones... each one perfect ...,no emotion
train,dailydialog-train-533,train-533,system,"And nobody knows who built them, right? It's a total mystery!",no emotion
train,dailydialog-train-533,train-533,user,"You sound like the TV! You're not going to tell me that aliens built the Pyramids, are you?",no emotion
train,dailydialog-train-534,train-534,user,"What's the problem, Nada? You look down in the dumps.",no emotion
train,dailydialog-train-534,train-534,system,I don't know. My life is a big mess. Everything is so complicated.,no emotion
train,dailydialog-train-534,train-534,user,"Come on, nothing can be that bad.",no emotion
train,dailydialog-train-534,train-534,system,"But promise me, you'll keep it a secret.",no emotion
train,dailydialog-train-534,train-534,user,"Ok, I promise. So what's troubling you so much?",no emotion
train,dailydialog-train-534,train-534,system,I've fallen in love with my boss.,no emotion
train,dailydialog-train-534,train-534,user,Really? Is he married?,surprise
train,dailydialog-train-534,train-534,system,"Bo, of course not. He is still single.",no emotion
train,dailydialog-train-534,train-534,user,Then what's your problem?,no emotion
train,dailydialog-train-534,train-534,system,I try to keep it to myself. But there is a lot of gossip about us.,sadness
train,dailydialog-train-534,train-534,user,"Oh, I see. Office romance tends to be the subject of gossip.",no emotion
train,dailydialog-train-534,train-534,system,"Worse still, he is trying to avoid me these days.",sadness
train,dailydialog-train-534,train-534,user,Office romance is very tricky.,no emotion
train,dailydialog-train-534,train-534,system,It gives me a lot of pressure and I feel depressed.,sadness
train,dailydialog-train-534,train-534,user,"Cheer up, Nada. You'll be fine.",no emotion
train,dailydialog-train-535,train-535,user,How may I help you?,no emotion
train,dailydialog-train-535,train-535,system,I want to return this video.,no emotion
train,dailydialog-train-535,train-535,user,Is that all you need?,no emotion
train,dailydialog-train-535,train-535,system,I also need to check these books out.,no emotion
train,dailydialog-train-535,train-535,user,Anything else?,no emotion
train,dailydialog-train-535,train-535,system,That's everything.,no emotion
train,dailydialog-train-535,train-535,user,I need your library card.,no emotion
train,dailydialog-train-535,train-535,system,I have it. Here you go.,no emotion
train,dailydialog-train-535,train-535,user,Do you need anything else?,no emotion
train,dailydialog-train-535,train-535,system,That's everything.,no emotion
train,dailydialog-train-535,train-535,user,Your books are due back two weeks from today.,no emotion
train,dailydialog-train-535,train-535,system,Thank you. Good night.,no emotion
train,dailydialog-train-536,train-536,user,Did you happen to bring that book that we were talking about yesterday?,no emotion
train,dailydialog-train-536,train-536,system,I did. Let me go get it for you. Here you go.,no emotion
train,dailydialog-train-536,train-536,user,Thanks so much.,happiness
train,dailydialog-train-536,train-536,system,I like the way that the gifts I get increasingly more lavish.,happiness
train,dailydialog-train-536,train-536,user,I had no idea that there were specific things that should be given on different anniversaries.,no emotion
train,dailydialog-train-536,train-536,system,So what does it say you should give your wife this first anniversary?,no emotion
train,dailydialog-train-536,train-536,user,"It says that traditionally, give something made of paper.",no emotion
train,dailydialog-train-536,train-536,system,I can think of two things made of paper — stationery and money.,no emotion
train,dailydialog-train-537,train-537,user,I'm going to the park to play baseball with the guys.,no emotion
train,dailydialog-train-537,train-537,system,But you promised to play chess with me this afternoon.,no emotion
train,dailydialog-train-537,train-537,user,"Yeah, but that was before the guys ask me to join the team.",no emotion
train,dailydialog-train-537,train-537,system,So what?,no emotion
train,dailydialog-train-537,train-537,user,"You know how much I want to be on the team, and now there is an opening for me. If I don't go to practise today. They' ll get someone else and I'll miss my chance.",no emotion
train,dailydialog-train-537,train-537,system,"I don't care about baseball. You know I need to practice for the chess championship and you promised to help with me if I washed the dishes for you last Sunday, and I did.",no emotion
train,dailydialog-train-537,train-537,user,"I know, and I will.",no emotion
train,dailydialog-train-537,train-537,system,When?,no emotion
train,dailydialog-train-537,train-537,user,After baseball practice.,no emotion
train,dailydialog-train-537,train-537,system,"And then, it'll be dinner time, then homework, and then your Show is on. You are going to break your promise.",no emotion
train,dailydialog-train-537,train-537,user,"No, I won't. I'm going to skip TV tonight and work on your chess game with you if that's ok with you.",no emotion
train,dailydialog-train-537,train-537,system,"Well, I'd rather do it the way we set up. But if you promise to give me your best game, it's ok with me.",no emotion
train,dailydialog-train-537,train-537,user,"No problem, I'll play as hard as I can and give you an extra game to say thanks.",no emotion
train,dailydialog-train-538,train-538,user,What stresses you out the most?,no emotion
train,dailydialog-train-538,train-538,system,Probably my parents.,no emotion
train,dailydialog-train-538,train-538,user,How so?,no emotion
train,dailydialog-train-538,train-538,system,"Well, during school, they wanted good grades. Then after I got a job, they wanted me to get a better job. And finally, they want me to get married.",no emotion
train,dailydialog-train-538,train-538,user,You have to deal with a lot of pressure from your parents.,no emotion
train,dailydialog-train-538,train-538,system,Your parents are not like that?,no emotion
train,dailydialog-train-538,train-538,user,"Ever since I brought home some bad grades in elementary school, they never expected much.",no emotion
train,dailydialog-train-538,train-538,system,You're lucky.,no emotion
train,dailydialog-train-538,train-538,user,What do you do to deal with the stress?,no emotion
train,dailydialog-train-538,train-538,system,"Not much I can do. It's always there. I sometimes go out with some friends and drink, but that's only a temporary solution. The stress always returns in the morning.",no emotion
train,dailydialog-train-538,train-538,user,That sucks. You wannago grab a beer?,happiness
train,dailydialog-train-538,train-538,system,Sure. Sounds great. Let's go.,happiness
train,dailydialog-train-539,train-539,user,Tony looks very handsome in the suit.,happiness
train,dailydialog-train-539,train-539,system,He prefers suits to jackets.,happiness
train,dailydialog-train-539,train-539,user,"Judge from his look, he's a very serious person.",no emotion
train,dailydialog-train-539,train-539,system,"As a matter of fact, he is.",no emotion
train,dailydialog-train-540,train-540,user,Lily thinks that the job takes a back seat to the family after she is married.,no emotion
train,dailydialog-train-540,train-540,system,She must be a good wife.,no emotion
train,dailydialog-train-540,train-540,user,"Not necessarily. This is only what she says, not what she does.",no emotion
train,dailydialog-train-540,train-540,system,I see.,no emotion
train,dailydialog-train-541,train-541,user,What's the weather like?,no emotion
train,dailydialog-train-541,train-541,system,I don't know. I just woke up.,no emotion
train,dailydialog-train-541,train-541,user,Why don't you look outside?,no emotion
train,dailydialog-train-541,train-541,system,Okay. It looks like rain.,no emotion
train,dailydialog-train-541,train-541,user,Why do you say that?,no emotion
train,dailydialog-train-541,train-541,system,The sky is gray.,no emotion
train,dailydialog-train-541,train-541,user,Is it raining right now?,no emotion
train,dailydialog-train-541,train-541,system,No.,no emotion
train,dailydialog-train-541,train-541,user,How do you know?,no emotion
train,dailydialog-train-541,train-541,system,The street isn't wet.,no emotion
train,dailydialog-train-541,train-541,user,I have to go shopping today.,no emotion
train,dailydialog-train-541,train-541,system,You'd better take an umbrella.,no emotion
train,dailydialog-train-542,train-542,user,"Hey there, you look a little lost. Are you new here?",no emotion
train,dailydialog-train-542,train-542,system,Yeah how'd you know?,no emotion
train,dailydialog-train-542,train-542,user,You can always spot the newbies. I can give you a few pointers if you want. Were you trying to use this machine here?,no emotion
train,dailydialog-train-542,train-542,system,Yeah! I just started my training today and I'm not really sure where to begin.,no emotion
train,dailydialog-train-542,train-542,user,"It's ok, I know how it is. This machine here will work out your upper body, mainly your triceps and biceps. Are you looking to develop strength or muscle tone and definition?",no emotion
train,dailydialog-train-542,train-542,system,"Well, I don't want to be ripped like you! I just want a good physique with weights and Carpio.",no emotion
train,dailydialog-train-542,train-542,user,In that case you want to work with less weight. You can start off by working ten to fifteen reps in four sets. Five kilo weights should be enough. Now it's very important that you stretch before pumping iron or you might pull a muscle.,no emotion
train,dailydialog-train-542,train-542,system,Got it! Wow is that the weight you are lifting? My goodness that's a lot of weight!,surprise
train,dailydialog-train-542,train-542,user,It's not that much. Just watch ... I'm ok ...,no emotion
train,dailydialog-train-543,train-543,user,"I don't know how John can put up with his son, who fools around without working.",no emotion
train,dailydialog-train-543,train-543,system,He's out of John's hands. Nothing he can do about such a black sheep.,no emotion
train,dailydialog-train-543,train-543,user,"If I were him, I would give him a good talking-to. I would insist on his stopping fooling around like that.",no emotion
train,dailydialog-train-544,train-544,user,Do you like ice skating?,no emotion
train,dailydialog-train-544,train-544,system,I have never tried it.,no emotion
train,dailydialog-train-544,train-544,user,Then you've got to try it. Let's go to the skating rink on Thursday.,no emotion
train,dailydialog-train-544,train-544,system,"Sorry, I don't think I can.",no emotion
train,dailydialog-train-544,train-544,user,Friday then. How about it?,no emotion
train,dailydialog-train-544,train-544,system,Friday is great.,no emotion
train,dailydialog-train-544,train-544,user,It's settled then.,no emotion
train,dailydialog-train-545,train-545,user,"Gordon, you're ever so late.",no emotion
train,dailydialog-train-545,train-545,system,"Yes, I am sorry. I missed the bus.",no emotion
train,dailydialog-train-545,train-545,user,"But there's a bus every ten minutes, and you are over 1 hour late.",no emotion
train,dailydialog-train-545,train-545,system,"Well, I missed several buses.",no emotion
train,dailydialog-train-545,train-545,user,How on earth can you miss several buses?,surprise
train,dailydialog-train-545,train-545,system,"I, ah..., I got have late.",no emotion
train,dailydialog-train-545,train-545,user,"Oh, come on, Gordon, it's the afternoon now. Why were you late really?",no emotion
train,dailydialog-train-545,train-545,system,"Well, I ... I lost my wallet, and I ...",no emotion
train,dailydialog-train-545,train-545,user,Have you got it now?,no emotion
train,dailydialog-train-545,train-545,system,"Yes, I found it again.",no emotion
train,dailydialog-train-545,train-545,user,When?,no emotion
train,dailydialog-train-545,train-545,system,This morning. I mean ...,no emotion
train,dailydialog-train-545,train-545,user,I am not convinced by your explanation.,no emotion
train,dailydialog-train-546,train-546,user,Let's have seafood tonight and then go see the new movie at Mall Cinema. Betsy told me it's a beautiful love story and I shouldn't miss it.,no emotion
train,dailydialog-train-546,train-546,system,"Oh, Goodness, please not again. That' s what we did last week.",disgust
train,dailydialog-train-546,train-546,user,"No, we didn't. Last week we went to see that movie about a man's struggle against mental illness.",no emotion
train,dailydialog-train-546,train-546,system,"Right, it was a chick flick, just like this one, so what's the difference? Besides, this is the last week for the third movie in Destroyer series and I want to see that on a big screen. Action movies need to be seen in a theater on a big screen.",no emotion
train,dailydialog-train-546,train-546,user,"Oh, yeah, and I did promise to see it with you if we went to that movie last week. But you liked that movie, didn't you?",no emotion
train,dailydialog-train-546,train-546,system,"Oh, sure, it was great. I had popcorn for dinner and paid the price of a movie ticket to get a two-hour nap.",no emotion
train,dailydialog-train-546,train-546,user,"It wasn't that bad, and you're the one that insisted on skipping dinner. We went to an excellent restaurant.",no emotion
train,dailydialog-train-546,train-546,system,That place doesn't have a single meat dish. Just fish and shellfish and you know I don't like fish that much.,no emotion
train,dailydialog-train-546,train-546,user,And I don't like meat that much. The only meat I eat is chicken.,no emotion
train,dailydialog-train-546,train-546,system,"But when I pick the restaurant, we go to a place that has both chicken and fish. I always respect your food preferences.",no emotion
train,dailydialog-train-546,train-546,user,"Well, I suppose that, to be fair, you should get to pick the movie and we can go to a restaurant that serves meat.",no emotion
train,dailydialog-train-546,train-546,system,"Now you're talking, we can see that love story next time.",no emotion
train,dailydialog-train-547,train-547,user,How's your new job going?,no emotion
train,dailydialog-train-547,train-547,system,"Really well, thanks.",no emotion
train,dailydialog-train-547,train-547,user,How are you finding your new boss?,no emotion
train,dailydialog-train-547,train-547,system,"She's not bad. She's a bit bossy, but I'm sure I'll get used to her.",no emotion
train,dailydialog-train-547,train-547,user,Would you rather have her or your old boss back?,no emotion
train,dailydialog-train-547,train-547,system,She's far better than my old boss. He didn't know how to express his opinion without putting at least one other person down.,no emotion
train,dailydialog-train-547,train-547,user,How about your new co-workers?,no emotion
train,dailydialog-train-547,train-547,system,They are all pretty easy-going. It's a very friendly place to work.,no emotion
train,dailydialog-train-547,train-547,user,Do you miss your old co-workers?,no emotion
train,dailydialog-train-547,train-547,system,Of course. I spent so much time at my old workplace that I got to know them all very well. They were like family to me.,no emotion
train,dailydialog-train-547,train-547,user,Do people in different departments get along with each other?,no emotion
train,dailydialog-train-547,train-547,system,"Sure. Since we work together in teams, we have to get along with each other.",no emotion
train,dailydialog-train-547,train-547,user,Do you like working in teams with people from different departments?,no emotion
train,dailydialog-train-547,train-547,system,"Yes, it helps everyone to understand what we're doing from different perspectives.",no emotion
train,dailydialog-train-547,train-547,user,Do you like working in teams?,no emotion
train,dailydialog-train-547,train-547,system,I prefer it to working independently. I think most people do.,no emotion
train,dailydialog-train-548,train-548,user,"Linda, John and I are going to get married next week.",no emotion
train,dailydialog-train-548,train-548,system,That's wonderful. Congratulations.,happiness
train,dailydialog-train-548,train-548,user,"Thank you, Linda. We would love you to come to our wedding.",happiness
train,dailydialog-train-548,train-548,system,I'd love to. What date is it?,happiness
train,dailydialog-train-548,train-548,user,It's May 1st.,no emotion
train,dailydialog-train-548,train-548,system,What day is that?,no emotion
train,dailydialog-train-548,train-548,user,It's Saturday. Could you make the time?,no emotion
train,dailydialog-train-548,train-548,system,"Yes, sure. What time will the wedding begin?",no emotion
train,dailydialog-train-548,train-548,user,At nine sharp.,no emotion
train,dailydialog-train-548,train-548,system,Very good! I'm looking forward to it. Please give my best regards to John. And I wish you best luck!,happiness
train,dailydialog-train-548,train-548,user,Thanks.,happiness
train,dailydialog-train-549,train-549,user,So do you think you can get to the office alone?,no emotion
train,dailydialog-train-549,train-549,system,"Sure, I'll catch the train. If I can't catch the train, I'll get a taxi.",no emotion
train,dailydialog-train-549,train-549,user,Do you think the taxi driver will understand you?,no emotion
train,dailydialog-train-549,train-549,system,"If he doesn't understand me, I'll show him the office address on my business card.",no emotion
train,dailydialog-train-549,train-549,user,Ok but how will we know if you are going to be late?,no emotion
train,dailydialog-train-549,train-549,system,I'll call you if I'm delayed.,no emotion
train,dailydialog-train-550,train-550,user,You and Bob have finished?,no emotion
train,dailydialog-train-550,train-550,system,Yes.,no emotion
train,dailydialog-train-550,train-550,user,Are you going to be okay?,no emotion
train,dailydialog-train-550,train-550,system,"Yes, I'm used to being on my own.",no emotion
train,dailydialog-train-551,train-551,user,Tony looks very handsome in the suit.,happiness
train,dailydialog-train-551,train-551,system,He prefers suits to jackets.,happiness
train,dailydialog-train-551,train-551,user,"Judge from his look, he's a very serious person.",no emotion
train,dailydialog-train-551,train-551,system,"As a matter of fact, he is.",no emotion
train,dailydialog-train-552,train-552,user,"You are friend of Janet, right? I am Andrew, Andrew Smith.",no emotion
train,dailydialog-train-552,train-552,system,"Nice to meet you, Andrew. I am Noirin, Noirin O'Neil.",happiness
train,dailydialog-train-552,train-552,user,"I'm sorry, I didn't quite catch that.",no emotion
train,dailydialog-train-552,train-552,system,"Noirin, N-O-I-R-I-N, it's an Irish name.",no emotion
train,dailydialog-train-553,train-553,user,Wow! It's packed.,no emotion
train,dailydialog-train-553,train-553,system,The train station is indeed crowded. I think it's hard for us to get on the train.,no emotion
train,dailydialog-train-554,train-554,user,it's getting cold.,no emotion
train,dailydialog-train-554,train-554,system,yes. I bought a scarf yesterday. It's really nice and warm. Have a look.,happiness
train,dailydialog-train-554,train-554,user,"Oh, it's made of wool. I like the striped pattern.",happiness
train,dailydialog-train-554,train-554,system,"yes, I adore simple fashions. How does it look on me?",happiness
train,dailydialog-train-554,train-554,user,"it looks great, but you need something to go with it. It's too plain on its own.",happiness
train,dailydialog-train-554,train-554,system,how about this blue sweater?,happiness
train,dailydialog-train-554,train-554,user,that's a good idea. When did you buy it? Is it a name brand?,happiness
train,dailydialog-train-554,train-554,system,"yes, but I bought it when it was on sale , 50% off the original price. OK, what do you think?",happiness
train,dailydialog-train-554,train-554,user,that looks lovely. Just one more thing---you need a pair of earrings.,happiness
train,dailydialog-train-554,train-554,system,I've got a pair of pearl earrings. Here it is.,happiness
train,dailydialog-train-554,train-554,user,perfect!,happiness
train,dailydialog-train-554,train-554,system,"you have good fashion sense, Karen.",happiness
train,dailydialog-train-554,train-554,user,thanks. We should be ourselves. There are so many fashion victims out there.,happiness
train,dailydialog-train-554,train-554,system,"yes, but with our sense we'll always look good.",happiness
train,dailydialog-train-555,train-555,user,Susan? What brings you here today?,surprise
train,dailydialog-train-555,train-555,system,"Well, I'Ve got some papers due.",no emotion
train,dailydialog-train-555,train-555,user,Really? So what's the news?,surprise
train,dailydialog-train-555,train-555,system,Not too good yet. Better than I was though.,no emotion
train,dailydialog-train-556,train-556,user,"Hello, Mary.",no emotion
train,dailydialog-train-556,train-556,system,"Hello, Brian.",no emotion
train,dailydialog-train-556,train-556,user,Here is my friend Bob.,no emotion
train,dailydialog-train-556,train-556,system,"Hello, Bob.",no emotion
train,dailydialog-train-557,train-557,user,Are you free tonight?,no emotion
train,dailydialog-train-557,train-557,system,Depends.,no emotion
train,dailydialog-train-558,train-558,user,Wannachill out and watch cable?,no emotion
train,dailydialog-train-558,train-558,system,"Wow! Besides The Cosby Show, I've never seen a black sitcom. What's this program?",no emotion
train,dailydialog-train-558,train-558,user,"It's a drama called Soul Food. This channel is BET-Black Entertainment Television. It has black shows, news and commercials.",no emotion
train,dailydialog-train-558,train-558,system,This show is like a black Friends.,no emotion
train,dailydialog-train-558,train-558,user,BET has black shows that are overlooked by mainstream white TV.,no emotion
train,dailydialog-train-558,train-558,system,That's cool. I've heard LA has an all-Asian channel on cable.,no emotion
train,dailydialog-train-559,train-559,user,My boss wore a real stupid tie to work today. Can you guess why?,no emotion
train,dailydialog-train-559,train-559,system,"He isn't a man of good taste for clothes, is he?",no emotion
train,dailydialog-train-559,train-559,user,"He is, but I didn't mean that. His daughter bought him a tie as a Father's Day gift, and he was very happy to wear it and show it off to us in the office.",no emotion
train,dailydialog-train-559,train-559,system,It must be hard being a father.,no emotion
train,dailydialog-train-559,train-559,user,"No, it's great being a father, seeing your children growing up and loving you and admiring you.",no emotion
train,dailydialog-train-559,train-559,system,Maybe you'll only feel that way on Father's Day.,no emotion
train,dailydialog-train-560,train-560,user,"So Alex, you're off to the Olympic stadium then?",no emotion
train,dailydialog-train-560,train-560,system,"Yes, I should get there just in time for the women's 400m relay.",no emotion
train,dailydialog-train-560,train-560,user,"Wow, that should be really exciting, especially with so many famous athletes there.",happiness
train,dailydialog-train-560,train-560,system,"Yes, I'm also going to watch the triple jump and the high jump.",happiness
train,dailydialog-train-560,train-560,user,Well have a good time. Get me some autographs if you can.,happiness
train,dailydialog-train-560,train-560,system,"Ok, I'll try my best.",happiness
train,dailydialog-train-561,train-561,user,Where did you go yesterday?,no emotion
train,dailydialog-train-561,train-561,system,I went to play tennis in the public park.,no emotion
train,dailydialog-train-561,train-561,user,How often do you play tennis?,no emotion
train,dailydialog-train-561,train-561,system,Twice a week. How about you?,no emotion
train,dailydialog-train-561,train-561,user,I seldom play tennis. I prefer football and basketball.,no emotion
train,dailydialog-train-561,train-561,system,But it is very difficult to gather a team of players together.,no emotion
train,dailydialog-train-561,train-561,user,I usually play with my schoolmates.,no emotion
train,dailydialog-train-561,train-561,system,Do you like watching football matches?,no emotion
train,dailydialog-train-561,train-561,user,"Yes, I went to the Than He Sports Center for the football match last Sunday.",no emotion
train,dailydialog-train-562,train-562,user,"... And now, let's go to Kenny Williams for today's weather forecast.",no emotion
train,dailydialog-train-562,train-562,system,"Thank you Bill, and good morning Salt Lake City!",no emotion
train,dailydialog-train-562,train-562,user,"What's the weather looking like today, Kenny?",no emotion
train,dailydialog-train-562,train-562,system,"Well, it's a bit of a mixed bag in Utah today. we'Ve got heavy cloud cover here in Northern Utah, and we're calling for scattered showers throughout the day, with a day-time high of forty-five degrees. Now, if we move down to the south of the state, we can see that a cold front is moving in. We can expect clear skies, but it will be quite cold, with temperatures hovering around the thirty degree mark.",no emotion
train,dailydialog-train-562,train-562,user,"It's a chilly day folks, so don't forget your coats! What about tomorrow Kenny? Do you have good news for us?",no emotion
train,dailydialog-train-562,train-562,system,"Well, it'll be a rainy day for Northern Utah. we can expect some isolated downpours in the morning. Winds will be coming in from the North East, with gusts reaching twenty-three miles per hour. Salt Lake City can expect the rain to turn to sleet in the evening. Things are looking a bit better for the South. we'll see cloudy skies with a chance of showers. Later in the day, we can expect partlycloudy skies, with a forecast high of thirty-eight degrees.",no emotion
train,dailydialog-train-562,train-562,user,You heard it folks! It's gonna be a cold one!,no emotion
