scene_id,speaker,text,emotion
8395,Rachel,"Wait, zombies? Thatâ€™s what the movie was about? I thought it was something else. But honestly, even if it was zombies, if the rest sucked, it's still not my cup of tea.",Disgust
1766,Chandler,I can't believe you did that!,Disgust
1766,Ross,That's just gross.,Disgust
1766,Monica,"No way, really? That's unexpected!",Surprise
1766,Rachel,"So, what's next?",Neutral
1766,Ross,Let's go get ice cream to celebrate!,Neutral
1766,Monica,"Yeah, but I don't like ice cream.",Neutral
1766,Phoebe,But I love ice cream!,Neutral
9138,Rachel,You left your shoes all over the place! This is so disgusting.,Disgust
9138,Monica,"Oh, come on, Rachel, it's just a few pairs.",Disgust
9138,Phoebe,"Wait, what's going on here? Did someone die?",Surprise
9138,Rachel,"No, nothing. Monica is just being overly dramatic.",Neutral
9138,Monica,"Well, maybe we should clean up before Ross comes home.",Neutral
9138,Phoebe,"Yeah, maybe he'll notice if the apartment's a mess.",Neutral
9138,Rachel,I guess so. Let's get started.,Neutral
7119,Rachel,I can't believe she's bringing that old boyfriend back into our lives.,Disgust
7119,Monica,"Well, maybe it's just a friendly visit. We shouldn't jump to conclusions.",Neutral
7119,Chandler,"Oh, come on, Monica. How many times has this happened?",Neutral
7119,Phoebe,"Aw, maybe they're finally getting back together! Like, that's so sweet!",Disgust
7119,Rachel,"Phoebe, are you serious? That's the same guy who was such a creep last time!",Sadness
7119,Monica,"Alright, maybe we should talk to her before things get worse.",Neutral
7119,Chandler,"Yeah, but how does that solve anything? It's the same cycle.",Neutral
1574,Rachel,That's so weird!,Disgust
1574,Monica,"Yeah, right!",Joy
1574,Joey,Free spirit!,Neutral
1574,Chandler,Ridiculous!,Disgust
1574,Phoebe,Let's not get worked up!,Neutral
1574,Ross,"Alright, let's plan.",Neutral
2684,Joey,"Eww, that's the grossest thing I've ever seen! Are you trying to kill yourself?",Disgust
2684,Chandler,"Yeah, well, it's just leftover pizza. What's your problem?",Disgust
2684,Joey,Remember when we lost the game last year? I still feel bad about that.,Sadness
2684,Chandler,"Yeah, but we did our best. It's not like we cheated.",Neutral
2684,Joey,"So, what do you want to do today? Maybe watch a movie?",Neutral
2684,Chandler,How about we go out for some ice cream? It's been forever since we had a treat together.,Joy
1451,Ross,Did you see the menu at that new place downtown? Theyâ€™re serving frog legs!,Disgust
1451,Joey,Frog legs? That's like... frog feet? Gross! I don't know why anyone would eat that.,Disgust
1451,Ross,And they claim it's sustainable. How is that even ethical?,Anger
1451,Monica,This is the second time this month theyâ€™ve served something questionable. Iâ€™m starting to think the city is poisoning us!,Anger
1451,Rachel,"Well, maybe they just have different tastes. I mean, I love sushi, which is raw fish.",Neutral
1451,Chandler,"Wait, are you serious? Because now Iâ€™m craving a nice steak. No, waitâ€”maybe a salad. No, no, nothing. Just stop!",Anger
5156,Ross,"Oh my god, that guy who just walked in smells like old sweat and onions. Gross!",Disgust
5156,Monica,"Yeah, and his shirt is practically falling apart. How can anyone wear something that old?",Disgust
5156,Chandler,"Like, he looks like he hasn't showered in weeks. Maybe he lives in a dumpster?",Disgust
5156,Rachel,"No way, that's such a turn-off. Gross! Maybe we should avoid him.",Disgust
5156,Joey,"Wait, is that really what people wear these days? I mean, even the homeless don't dress like that!",Disgust
5156,Phoebe,"You know, maybe he's just going through a tough time. Let's not judge too quickly.",Neutral
6007,Ross,That's the most manipulative thing I've ever heard!,Disgust
6007,Rachel,"Yeah, he's been acting all mysterious lately.",Disgust
6007,Monica,"So, is this the new girlfriend?",Neutral
6007,Chandler,"Wait, why did you guys keep this secret?",Neutral
6007,Joey,Her name is Emily.,Neutral
6007,Monica,And she's from Harvard!,Joy
8234,Rachel,"Okay, let's talk about this new business plan Ross brought up. I mean, charging exorbitant prices for basic servicesâ€”it's just not ethical.",Disgust
8234,Chandler,"Yeah, but wait, how is that possible? Weâ€™re supposed to be sustainable and fair. This is the opposite of our values.",Disgust
8234,Monica,This isnâ€™t just unethical,
8234,Joey,"Hold on, whatâ€™s the big surprise here? If weâ€™re talking about the same project, maybe the details were hidden before. So, why is this such a shock now?",Surprise
8234,Phoebe,"Wait, what's the matter with you two? Did someone get fired over this? Because if so, thatâ€™s scary.",Fear
4939,Ross,"Ugh, that divorce was such a nightmare. At least I'm over it now.",Disgust
4939,Chandler,"Yeah, Ross, maybe you should focus on your new dating apps instead.",Neutral
4939,Joey,"Wait, did you hear that my friend is moving to Europe? That's sad...",Sadness
4939,Monica,I can't believe you didn't help with the project deadline! You're such a slacker!,Anger
4939,Rachel,"Oh, finally! I got the promotion I deserved. This place was overdue to recognize my hard work.",Joy
4939,Phoebe,"Well, I'm leaving because of all this garbage. Goodbye!",Disgust
4506,Ross,"Oh my God, this coffee is so bitter! It's like... pure caffeine with a side of sulfuric acid. Disgusting!",Disgust
4506,Rachel,"Yeah, really? Because mine is super creamy and sweet. Maybe you just burn your tongue again?",Disgust
4506,Ross,"Wait, did you put any kind of sugar in yours? Because even the slightest hint of sweetness makes it bearable.",Disgust
4506,Rachel,"Hmm, maybe I used too much vanilla extract. But that's supposed to complement the coffee. Not overpower it.",Neutral
4506,Ross,Vanilla extract? That's like putting perfume on a skunk! It's the opposite of what coffee needs.,Anger
4506,Rachel,"Okay, okay, maybe next time I'll stick to just cream. Let's just agree that our tastes are different.",Neutral
9166,Rachel,"Oh my God, why did you put ketchup on your fries like that? That's so unhygienic!",Disgust
9166,Monica,"Monica, I'm really sorry. This is all my fault. I guess I wasn't paying attention...",Sadness
9166,Chandler,"Hey, at least you didn't spill your drink on her! That's way worse.",Joy
9166,Joey,"Wait, did you hear that? Chandler just called Monica's dress 'her' dress! Classic!",Joy
9166,Rachel,"Oh, come on, Chandler. You know how much Monica loves her dress. That was totally insensitive.",Disgust
9166,Monica,"I know, I know. I'll take it out of the store tomorrow. It's just another thing I messed up.",Disgust
1254,Chandler,"Okay, Joey, seriously. You can't just keep interrupting me like that during my game night. It's distracting.",Disgust
1254,Joey,"Hey, what's your problem? I'm just trying to show off my new trivia skills!",Disgust
1254,Chandler,"Show off my butt. If you keep that up, we're not going to win anything!",Anger
1254,Monica,"Guys, calm down. Let's focus on the game. Joey, maybe next time you can practice your timing.",Neutral
1254,Rachel,"Oh, look who's finally paying attention. Maybe the pizza will help Joey get better.",Joy
1254,Chandler,"Yeah, and maybe he'll learn that interrupting isn't cool. But I guess pizza might do the trick.",Neutral
2830,Ross,This proposal is completely unrealistic. How can you even consider such a thing?,Disgust
2830,Chandler,"Ewww, that's just not right. Theyâ€™re mixing personal opinions with company policies?",Disgust
2830,Joey,"Like, gross! That's way too much. I don't know how anyone can take that seriously.",Disgust
2830,Monica,Maybe we should look into alternative solutions then.,Neutral
2830,Rachel,"I agree, but we need to make sure it's fair for everyone involved.",Neutral
2830,Phoebe,Or maybe we should just eat some pizza and forget all about it.,Neutral
6926,Ross,That smell is unbearable,
6926,Rachel,I think we need to address this immediately. It's quite... unpleasant.,Disgust
6926,Ross,"Yes, maybe we should invest in some commercial-grade filters for the kitchen.",Neutral
6926,Rachel,"Oh my God, there's a spider crawling on the ceiling! I can't believe this is happening.",Fear
6926,Ross,"Alright, let's get this handled before it gets worse. Safety first.",Neutral
6926,Rachel,I'll call pest control right away. We can't risk another incident.,Neutral
6926,Ross,"Alright, everyone's accounted for. Just make sure the place is clean now.",Neutral
6384,Chandler,I can't believe you ate that!,Disgust
6384,Monica,How dare you eat my food without asking?!,Disgust
6384,Rachel,"That's so gross, Chandler!",Disgust
6384,Ross,Don't you ever listen to me?,Anger
6384,Joey,You're such an idiot!,Anger
6384,Joey,"Wait, what's going on here?",Neutral
2834,Phoebe,"Ew, there's a bug crawling on the couch! Do you ever clean this place?",Disgust
2834,Rachel,"Phoebe, did you forget it's your turn to do the dishes again? And now I'm late for my meeting!",Anger
2834,Monica,"Wait, the coffee maker isn't cleaned yet either. How many times do I have to remind you?",Disgust
2834,Joey,"Hey, maybe I should start a cleaning service. It's not like I have anything better to do.",Anger
2834,Chandler,"Oh, right! Because everyone knows Monica's coffee maker is the worst in the building.",Anger
2834,Ross,"Well, maybe if everyone contributes a little more, we won't have these issues anymore. Let's all pitch in!",Joy
5339,Ross,That guy just lit up a cigarette here in the gym? Gross!,Disgust
5339,Rachel,"Yeah, really? Smoking is such a bad habit.",Disgust
5339,Monica,Maybe he wasn't aware of the rules.,Neutral
5339,Joey,Let's not get too judgmental. Everyone has their own choices.,Neutral
5339,Chandler,"I guess it's not the healthiest thing, but maybe we shouldn't comment.",Neutral
5339,Phoebe,"So, what did you think of the new episode of Friends?",Neutral
5743,Rachel,"Monica, did you hear about that guy who got arrested for tax fraud?",Disgust
5743,Monica,"I know, right? It's just another example of how people abuse the system. How can someone do that?",Sadness
5743,Rachel,"And heâ€™s still getting away with it, too. The punishment doesnâ€™t fit the crime.",Disgust
5743,Monica,"Maybe if more people spoke out, things would change. But no, everyone is too afraid to stand up.",Sadness
5743,Rachel,"Wait, did you say something about a witness coming forward?",Surprise
5743,Monica,"Maybe. But even if they do, the system is corrupt. They might not get the justice they deserve.",Anger
4600,Ross,"Ugh, did you see the state of the kitchen? Thatâ€™s worse than Monicaâ€™s apartment before she cleaned!",Disgust
4600,Rachel,"Yeah, and the smell is unbearable. How do people live like this?",Disgust
4600,Monica,"Well, maybe we should focus on the wedding plans. We need to pick the venue soon.",Neutral
4600,Chandler,"Oh, right! The only thing worse than a messy kitchen is a bad wedding dress.",Neutral
4600,Phoebe,Remember when I burned the cake last year? I still feel bad about it.,Sadness
4600,Rachel,"Hey, mistakes happen. Let's not dwell on it. Maybe we can fix it this time.",Neutral
4390,Ross,"Monica, what's with the new boyfriend? Heâ€™s a dentist!",Disgust
4390,Rachel,"And heâ€™s so... predictable. I mean, who wants to date a dentist?",Disgust
4390,Chandler,"Wait, why are you guys so grossed out by him?",Anger
4390,Monica,"Whatâ€™s your problem, Ross? Youâ€™re acting like I should have known better!",Anger
4390,Rachel,Maybe weâ€™re all just tired.,Neutral
4390,Joey,"Wait, why is everyone getting so worked up?",Surprise
2160,Monica,"Oh my God, Ross, your socks are everywhere!",Disgust
2160,Rachel,"Eww, that's so gross!",Disgust
2160,Joey,"Yeah, whatever...",Neutral
2160,Monica,"Well, I guess we need to clean this up...",Neutral
2160,Ross,I can't believe you guys still live here like animals!,Anger
2160,Rachel,"I'm sorry, Ross. This is getting too much...",Sadness
3478,Phoebe,"Oh my God, what is that smell? It's like someone left a dead fish in the oven!",Disgust
3478,Ross,"Hey, I finally perfected the chicken Alfredo recipe! It's going to be a hit on the show.",Joy
3478,Rachel,"Well, today's weather is nice, isn't it?",Neutral
3478,Joey,"Yeah, sunny days are the best for chicken. Maybe we can grill some later.",Neutral
3478,Monica,"So, the big meeting at the office is going well. I'm really excited about the new project.",Neutral
3478,Chandler,"Ugh, another fly buzzing around here. How am I supposed to keep this place clean?",Disgust
3478,Phoebe,"Chandler, do you ever clean up after yourself? This place is a disaster!",Anger
1861,Monica,"Eww, Chandler, that's so gross! Your shirt is covered in food stains.",Disgust
1861,Chandler,"No way, it's your new cologne? You can't let that overpower everything!",Disgust
1861,Joey,"Listen, the neighbor's dog is barking its head off! Thatâ€™s so funny!",Joy
1861,Rachel,"Oh my goodness, thatâ€™s hilarious! I canâ€™t stop laughing!",Joy
1861,Ross,"Wait, hold on! There's a surprise party for Phoebe tomorrow!",Surprise
1861,Phoebe,"Surprised! Oh my God, really? Thatâ€™s the best news ever!",Joy
5343,Chandler,"Oh my God, did you see Ross's new haircut? It looks like he's been hit by a mohawk-spray can!",Disgust
5343,Joey,"Yeah, and now he's trying to act all tough. So fake. Like, when did he become into the 'trendy' stuff? Gross.",Disgust
5343,Monica,"Well, maybe he just wanted to match the new office decor. Although, I think the color clashes with his glasses. Maybe that's why it's looking so bad.",Neutral
5343,Rachel,"Oh, Ross is so silly! But I guess he wanted to stand out. Maybe he got inspired by the latest fashion show? Wait, isn't that what happened last year?",Joy
5343,Ross,"(Laughing) Yeah, and now everyone's calling me 'Mow-Hawk Ross.' But Monica, how do you like my new hairstyle?",Joy
5343,Phoebe,"Hey, maybe he should dye half his hair green! That would be a real statement. And then we could call him 'Electric Hair Ross.' Thatâ€™s classic Ross!",Joy
2691,Joey,"Oh my God, that guy who just walked by smells like old socks and tuna fish mixed together! Like, how can someone not bathe properly?",Disgust
2691,Rachel,"Wait, Joey, maybe he has his own unique smell? Maybe it's his signature scent!",Joy
2691,Joey,No way! That's the worst! How does he even live?,Disgust
2691,Chandler,"Hey, maybe he's a professional smelly person? Like, works in a factory where they make tuna?",Fear
2691,Monica,"Chandler, that's not funny. Let's talk about something else. Oh! Remember when we had that pizza party last week?",Fear
2691,Phoebe,"Oh, right! And then Ross got into that whole thing with the dinosaurs! Wait, no, that was the movie...",Joy
4645,Joey,"Oh my God, Ross! Did you really put those... those _spiders_ in the fridge? Are you serious? How can someone be so gross?",Disgust
4645,Monica,"Oh no, Chandler! You cleaned the apartment with that... what's that smell? It smells like old socks and tuna salad mixed together. That's the worst!",Disgust
4645,Chandler,"Wait, wait. So Ross actually did that? Putting spiders in the fridge? And now Monica is mad because the apartment stinks? This is worse than a bad episode of The Office!",Disgust
4645,Rachel,"Hold on, everyone! Is this about Ross and the spiders? But how come none of us noticed before? Maybe we were all too busy laughing at Joey's reactions.",Surprise
4645,Ross,"I guess I was just trying to help the environment by reusing containers... but obviously, that backfired. I feel so stupid now. I really messed up.",Sadness
4645,Monica,"Well, maybe we can all learn from this. Next time, think twice before putting anything in the fridge. And Chandler, maybe stick to cleaning your own socks instead of the whole apartment.",Neutral
3011,Monica,This place is a disaster! Who left the trash out like that?,Disgust
3011,Rachel,"Yeah, and the recycling isn't sorted properly either. That's so lazy!",Disgust
3011,Phoebe,"Oh, Ross, did you hear about the homeless camp near Central Park? Theyâ€™re not taking care of themselves...",Sadness
3011,Chandler,"Well, maybe theyâ€™re just fine. Itâ€™s not our problem.",Neutral
3011,Ross,But I think it's important to help those in need. Maybe we can donate some supplies.,Joy
3011,Joey,"Wait, whatâ€™s the big deal? Theyâ€™re just people. Letâ€™s not get all worked up.",Neutral
1426,Phoebe,"Oh my God, there's a rat in the kitchen! Did anyone see that?",Disgust
1426,Monica,"Well, maybe we should check the vents.",Neutral
1426,Ross,"Yeah, rats are just part of living in New York.",Neutral
1426,Rachel,"Wait, is that true? Because that's so strange!",Surprise
1426,Chandler,No way! How can we live here? Are we going to get sick?,Disgust
1426,Joey,I thought we were safe here. Now I feel bad for all the times we had pizza here.,Sadness
3643,Rachel,I can't believe Ross is still into that new health food! It's like he's trying too hard to be trendy.,Disgust
3643,Ross,"Hey, it's not trendyâ€”it's sustainable! Plus, it's better for the environment.",Disgust
3643,Monica,"Guys, maybe we should talk about this calmly. Ross, did you check if it's organic?",Neutral
3643,Chandler,"Wait, isn't that the same as the tofu they were making last year? Maybe he's just recycling.",Neutral
3643,Phoebe,"Oh, come on! If you're going to go full hippie, at least do it right!",Disgust
3643,Joey,"Maybe he's just trying to fit in with the cool kids. Like, the ones who eat kale smoothies.",Neutral
3643,Rachel,"Well, maybe next time, Ross, you can bring me some vegan cupcakes instead of that weird stuff!",Joy
3643,Ross,Deal. And maybe we can all try to find a balance.,Joy
6215,Joey,"So, Chandler, did you know that your sweat turns red when you eat spicy food? Like, seriously?",Disgust
6215,Chandler,"Wait, is that true? Because the last time we went out, you stunk up the place all night.",Disgust
6215,Chandler,"Look, Joey, this is getting old! You can't keep doing this every time we go out!",Anger
6215,Joey,"Wait, are you serious? I didn't realize it was such a big deal. It's just some harmless joke.",Surprise
6215,Chandler,"Well, maybe I should start avoiding you until you learn to take care of yourself.",Neutral
6215,Joey,"Alright, maybe I overstepped. Let's call it a day.",Neutral
3196,Ross,"Ugh, how many times do I have to tell you guys? If you don't clean up after yourselves, I end up doing everything. This is getting ridiculous.",Disgust
3196,Chandler,"Oh, Ross, youâ€™re so overprotective. Isnâ€™t that your job as the one responsible for the apartment?",Disgust
3196,Phoebe,"Hey, did I ever tell you that the new neighbor is a dog trainer? I think they have puppies!",Joy
3196,Joey,"Wait, really? But what if the dogs are too loud? I mean, this is our apartment building. Are we going to deal with barking all day?",Surprise
3196,Monica,"Oh my God, Joey! Thatâ€™s exactly why we were supposed to keep the noise down. How could you say something like that?",Surprise
3196,Rachel,"Well, maybe it's just one dog. Let's give them the benefit of the doubt.",Neutral
8227,Monica,I can't believe Ross brought that old vase home again.,Disgust
8227,Ross,"Oh, come on, Monica! Itâ€™s not like I did it on purpose.",Disgust
8227,Monica,"Well, maybe not on purpose, but how many times has this happened? Itâ€™s the same vase he swore he was going to get rid of!",Neutral
8227,Ross,"I know, I know. I really need to find a new place for it.",Neutral
8227,Monica,So when do you think you'll actually do something about it?,Neutral
8227,Ross,"Wait, maybe today?",Surprise
9323,Ross,"So, I found this article online about how some people can't even afford basic necessities because of... you know...",Disgust
9323,Joey,"Wow, that's really tough. I mean, yeah, the economy's been rough.",Neutral
9323,Chandler,"Yeah, but maybe if they just worked harder...",Neutral
9323,Rachel,"Well, there are organizations helping those in need.",Neutral
9323,Monica,But some places don't have access to clean water or healthcare either.,Neutral
9323,Ross,I can't believe someone would choose to live like that. It's like they're living in the Dark Ages!,Disgust
1873,Joey,"Eww, that's the worst meal I've ever had!",Disgust
1873,Monica,"I know, right? The vegetables were wilted...",Disgust
1873,Joey,"Like, who serves wilted veggies?",Anger
1873,Chandler,Maybe we should try a different restaurant.,Neutral
1873,Ross,Or just bring our own food.,Neutral
1873,Monica,But that's not practical...,Neutral
1873,Chandler,I'm getting tired of this...,Anger
1873,Ross,Maybe you should just accept it.,Neutral
1873,Joey,"No, I won't take it anymore.",Anger
1873,Chandler,"I'm so sorry, this is my fault...",Sadness
