scene_id,speaker,text,emotion
345,Phoebe,"See? And you don't care if people are staring, it's just for a second cause then you're gone!",neutral
345,Rachel,Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,joy
346,Chandler,"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And",joy
346,Monica,Ahh! Aren’t you dressed yet?,surprise
346,Chandler,Am I naked again?!,surprise
346,Monica,We’re supposed to meet my parents in 15 minutes.,neutral
346,Chandler,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",neutral
346,Monica,Wh?! What about my allergies?!,surprise
346,Chandler,"Oh right, your allergies.  All her, she hates you.",neutral
347,Monica,Shoot! We’re out of soda.,sadness
347,Chandler,"Oh, I’ll go out and get you some.",neutral
347,Monica,Really?!,surprise
347,Chandler,"Nope! Because I’m not your boyfriend.  Hey Pheebs, how did it go?",neutral
347,Phoebe,"Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.",sadness
347,Chandler,I found a dried up seashores.,neutral
347,Monica,"Sweety, what are you talking about?",surprise
347,Phoebe,"Oh, my new Mom, who-who’s a big, fat abandoner!",sadness
347,Joey,"Whoa, wait, Pheebs, wait a second! Don’t you wanna stay here and talk about it?",surprise
347,Phoebe,"No. I’m just, I wanna, I need to be alone.",sadness
347,Phoebe,Monica!,sadness
347,Monica,Oh.,neutral
348,Rachel,Open it! Open it! Open it!,joy
348,Ross,Yeah baby!,joy
348,Man,So we never got to hear about your wedding!,joy
348,Ross,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",neutral
349,Monica,Hey!,joy
349,Phoebe,Hey!,joy
349,Ross,Hi!,joy
349,Monica,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",neutral
349,Phoebe,Sure!,joy
349,Ross,I'd love to!,joy
349,Monica,Well you,neutral
349,Phoebe,"Well, I can't give you a massage, because my licence has been    revoked again!",sadness
349,Ross,"Phoebe, what happened?",neutral
349,Phoebe,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",neutral
349,Chandler,Have I got a surprise for you? Pack your bags!,joy
349,Phoebe,Oh no!You guys aren't supposed to get divorced for 7 years!,surprise
350,Chandler,"Umm, this is nice.",neutral
350,Monica,"I know, it is isn’t it?",joy
350,Chandler,"No, I mean it, this feels really good. Is it a hundred percent cotton?",joy
350,Monica,"Yeah! And I got it on sale, too.",joy
350,Chandler,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",neutral
350,Monica,"Well, if you wanna get a drink later we can.",neutral
350,Chandler,"Oh yeah, that sounds great.  Oh, and listen, it’s, it’s gonna be....",neutral
350,Monica,I know. Thanks.,neutral
351,Dr. Green,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,anger
351,Mona,You got Rachel pregnant?!,surprise
351,Ross,Who did?!,surprise
351,Dr. Green,You did!,anger
351,Ross,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",fear
351,Dr. Green,Oh? Really? That’s what my daughter means to you? Nothing?,anger
351,Ross,"No! No sir umm, she means a lot to me. I mean, I care—I-I love Rachel.",fear
351,Mona,What?!,surprise
351,Ross,"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.",joy
351,Dr. Green,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,anger
351,Ross,Hey! I offered to marry her!,anger
351,Mona,Wh,joy
351,Ross,But I didn’t want to.,anger
351,Dr. Green,Well why not? So you can spend your time with this tramp?!,anger
351,Mona,Tramp?!,surprise
351,Ross,"I’m sorry. Dr. Green, Mona. Mona, Dr. Green.",joy
352,Chandler,"Yes, Fran.",neutral
352,Chandler,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",anger
352,Chandler,"Oh, really, really, really?",joy
352,Chandler,"Well, let me tell you something... you will care about it, because I care about it!",anger
352,Chandler,You got it?,neutral
352,Chandler,Good!,joy
352,Chandler,Whooooaaaa....,surprise
353,Joey,Bijan for men?  Bijan for men?  Bijan for men?,neutral
353,Annabelle,"Hey, Joey. So did you hear about the new guy?",neutral
354,Mr. Heckles,I could have birds.,neutral
354,Monica,"Okay, Mr. Heckles, we'll try to keep it down.",neutral
354,Mr. Heckles,Thank you. I'm going to rejoin my dinner party.,neutral
354,Rachel,"All right, bye-bye.",neutral
354,Chandler,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",neutral
354,Ross,We'll give you Janice.,neutral
354,Phoebe,"I miss Janice though.  ""Hello, Chandler Bing.""",neutral
354,Rachel,"""Oh, my, god.""",surprise
354,Joey,"""Oh, Chandler, now, now, that's it. There, faster!""",joy
354,Monica,"Stop with the broom, we're not making noise.",neutral
354,Rachel,We won. We won!,joy
354,Monica,Mr. Heckles.,neutral
354,Rachel,How did this happen?,neutral
354,Mr. Treeger,He musta been sweeping. They found a broom in his hand.,neutral
354,Monica,That's terrible.,anger
354,Mr. Treeger,I know. I was sweeping yesterday. It coulda been me.,neutral
354,Ross,"Sure, you coulda. You never know.",neutral
354,Mr. Treeger,You never know.,neutral
355,Monica,"Oh, I'm sorry.",sadness
355,Rachel,Where's Chandler?,neutral
355,Phoebe,"Oh, he needed some time to grieve.",neutral
355,Chandler,I'm free! I'm free!,joy
355,Phoebe,That oughta do it.,neutral
356,Monica,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",sadness
356,Ross,Where'd you get fruit at four in the morning?,surprise
356,Monica,Went down to the docks. Bet ya didn't know you could get it wholesale.,neutral
356,Rachel,I didn't know there were docks.,surprise
356,Joey,Hey.,neutral
356,Chandler,Hey.,neutral
356,Ross,"Aww, is it broken?",sadness
356,Joey,"No, I gotta wear this thing for a couple weeks.",joy
356,Rachel,Did you tell the doctor you did it jumping up and down on your bed?,neutral
356,Joey,Nooo. I had a story all worked out but then Chandler sold me out.,sadness
356,Chandler,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",anger
356,Joey,What is this? Fruit?,surprise
356,Rachel,Monica's making jam.,neutral
356,Joey,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",joy
356,Chandler,Because the kids need new shoes.,neutral
356,Monica,I'm going into business people.,neutral
356,Monica,I'm sick and tired of being depressed about Richard.,neutral
356,Monica,"I needed a plan, a plan to get over my man.",anger
356,Monica,What's the opposite of man?,neutral
356,Monica,Jam.,neutral
356,Monica,Oh Joey don't!,fear
356,Monica,It's way to hot.,anger
356,Joey,This will just be my batch.,neutral
357,Monica,Why? Do you think he’s still mad at us?,surprise
357,Chandler,Well he’s probably mad after you called him this morning to borrow his goggles.,neutral
357,Joey,What? Mine aren’t tinted.,surprise
358,Rachel,Here you go Pheebs. Who else wants one of my special homemade brownies?,neutral
358,Chandler,I will have one.,neutral
358,Chandler,"Okay, I’m not gonna have one.",neutral
358,Phoebe,"No, no, it’s just my tooth.",sadness
358,Chandler,All right I’ll have one.,neutral
358,Ross,"So what’s a matter, you need a dentist? I’ve got a good one.",neutral
358,Phoebe,"No thanks, I have a good one too. I just, I, I can’t see him.",fear
358,Chandler,See that is the problem with invisible dentists.,neutral
358,Ross,Why? Why can’t you go to him?,surprise
358,Phoebe,"Because, every time I go to the dentist, somebody dies.",anger
358,Chandler,"That is so weird, because every time I go to the dentist, I look down the hygienist’s blouse.",joy
358,Rachel,"Phoebe, what? Umm...what?!",surprise
358,Phoebe,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend ‘Albino Bob’.",neutral
358,Rachel,And all these people actually died?,surprise
358,Phoebe,"Yes, while I was in the chair!",sadness
358,Phoebe,"That’s why I take such good care of my teeth now, y'know, it’s not about oral hygiene, I floss to save lives!",neutral
358,Ross,"Pheebs, come on, you didn’t kill anybody, these people just happened to die when you went to the dentist.",neutral
358,Ross,"It’s, it’s, it’s just ah, a coincidence.",neutral
358,Phoebe,"Well tell that to them. Oh! You can’t, their dead.",sadness
359,Ross,Hello?,surprise
359,Emily,Ross.,neutral
359,Emily,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,sadness
359,Ross,"No, no, that-that, that’s all right. Umm, I’m just glad you called.",joy
359,Emily,"Ross umm, there’s something that I’ve got to tell you, there’s-there’s someone else.",joy
359,Ross,Does that mean the same thing in England as it does in America?,sadness
360,Monica,You know what? I'm not gonna be able to enjoy this.,sadness
360,Ross,"Yeah, I know, it's my birthday. We all should be here.",sadness
360,Chandler,"So, let's go.",neutral
360,Ross,"Well maybe, you know, maybe we should stay for one song.",neutral
360,Chandler,"Yeah, I mean, it would be rude to them  for us to leave now.",neutral
360,Monica,"You know, the guys are probably having a great time.",neutral
361,Ross,"Okay, I’ve got three of my five.",neutral
361,Rachel,"Three of your five, what?",neutral
361,Ross,Celebrities I’m allowed to sleep with.,neutral
361,Rachel,Oh my God! You are giving this a lot of thought.,surprise
361,Ross,"Yeah, it’s hard okay, I only have two spots left.",neutral
361,Chandler,"All right, so who do you got it narrowed down to?",neutral
361,Ross,"Okay, Elizabeth Hurely....",joy
361,Chandler,"Oooh-hoo, very attractive, forgiving.",surprise
361,Ross,Susan Sarandon.,neutral
361,Chandler,"Eh, y'know what, she’s to political, she probably wouldn’t let you do it, unless you donated four cans of food first.",disgust
361,Ross,And!! Isabella Rosselini.,joy
361,Chandler,"Ooh-hoo. Very hot, very sexy. But ah, y'know she’s too international, y'know she’s never gonna be around.",joy
361,Rachel,So?,neutral
361,Chandler,"So, you gotta play the odds, pick somebody who’s gonna be in the country like all the time.",neutral
361,Rachel,"Yeah, ‘cause that’s why you won’t get Isabella Rosselini, geography.",neutral
362,Rachel,Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,sadness
362,Ross,Y’know what I think it is?,neutral
362,Ross,I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.,neutral
362,Rachel,Oh. Look at you making up crap for me. Oh God!,sadness
362,Dr. Long,"Twenty-one hours, you’re a hero.",neutral
362,Rachel,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,sadness
362,Dr. Long,"Actually, I think you’re ready to go to the delivery room.",neutral
362,Rachel,What?,surprise
362,Dr. Long,"Ten centimeters, you’re about to become a mom.",neutral
362,Rachel,My God. Okay.  Ha-ha-ha beat ya! Sucker!,surprise
363,Carol,Are they here yet?,neutral
363,Rachel,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",neutral
364,Carol,Ok.,neutral
365,Rachel,Hi.,neutral
365,Flight Attendant,May I see your boarding pass?,neutral
365,Rachel,"Oh, no, no, I don't have one. I just need to talk to my friend.",neutral
365,Flight Attendant,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",neutral
365,Rachel,"No, I know, but I—he just went on.",neutral
365,Rachel,"He's right there, he's got the blue jacket on, I... can I j-just...",sadness
365,Flight Attendant,No no no! Federal regulations!,anger
365,Rachel,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",neutral
365,Flight Attendant,Alright. What's the message?,neutral
365,Rachel,Uh... I don't know.,neutral
365,Flight Attendant,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",neutral
365,Man,What?,neutral
365,Flight Attendant,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",neutral
365,Man,": Toby... Oh, for God's sake, I don't know what she's talking about!",surprise
365,Man,There's no Rachel!,anger
366,Chandler,"Here's the thing, Janice.",neutral
366,Chandler,"You know, I mean, it's like we're different.",neutral
366,Chandler,"I'm like the bing, bing, bing.",anger
366,Chandler,"You're like the boom, boom, ... boom.",neutral
366,Janice,Ow!,surprise
366,Chandler,"Oh, my god, I'm so sorry. Are you ok?",anger
366,Janice,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",sadness
366,Chandler,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,sadness
366,Phoebe,Oh my god.  How many of those have you had?,surprise
366,Chandler,"Oh, I don't know, a million?",anger
366,Phoebe,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",neutral
366,Chandler,I'm fine.,neutral
366,Phoebe,All right.,neutral
366,Chandler,I'm not fine. Here she comes.,fear
366,Phoebe,Wait here. Breathe.,neutral
366,Chandler,How do you do that?,surprise
366,Phoebe,It's like a gift.,neutral
366,Chandler,We should always always break up together.,neutral
366,Phoebe,"Oh, I'd like that.",neutral
367,Chandler,You win.,anger
367,Joey,"Well, what did you have?",neutral
367,Chandler,It doesn’t matter because nothing beats a three and a six.,joy
367,Chandler,That my friend is D-Cup.,neutral
367,Chandler,"Okay, now much have you won so far?",neutral
367,Joey,"Uh,  wow, 700.",surprise
367,Chandler,Not 700 exactly?,surprise
367,Joey,Yeah.,neutral
367,Chandler,Double it!,joy
367,Joey,What?,surprise
367,Chandler,"Well you see in Cups, once you get $700, you have to double it.",neutral
367,Joey,Really?,surprise
367,Chandler,"Hey, I didn’t make up the rules.",neutral
367,Chandler,"Now, after you receive the doubling bonus, you get uh, one card.",neutral
367,Chandler,"Now that one card could be worth $100 bringing your total to 1,500.",neutral
367,Chandler,Don’t get to excited because that’s not gonna happen unless you get—No way!,surprise
368,Ross,"I’m, I’m sorry you didn’t get to go to Spacecamp, and I’m hoping that maybe somehow, this may make up for it.",sadness
368,Ross,Presenting Sarah Tuttle’s Private Very Special Spacecamp!,joy
369,Ross,!,neutral
370,Sarah,"Really Mr. Geller, you don’t have to do this.",neutral
370,Ross,Oh come on! Here we go!  Stand by for mission countdown!,joy
370,Chandler,I’m an alien. I’m an alien.,neutral
370,Ross,Oh no! An asteroid!,surprise
371,Joey,Hey.,neutral
371,Monica,Hey.,neutral
371,Joey,Where you going?,neutral
371,Monica,To the bank.,neutral
371,Joey,Sperm or regular?,neutral
371,Monica,Sperm.,neutral
371,Joey,"So you're really doing this, huh?",surprise
371,Monica,"Oh yeah, picked a guy, 37135.",neutral
371,Joey,Sounds nice.,neutral
371,Monica,"Fraid so. Brown hair, green eyes...",neutral
371,Joey,"No kiddin', hmm.",surprise
371,Monica,What?,sadness
372,Roger,"What's wrong, sweetie?",neutral
372,Phoebe,"Nothing, nothing.",joy
372,Roger,"Aaaah, what's wrong, c'mon.",joy
372,Phoebe,"It's, I mean, it's nothing, I'm fine.",sadness
372,Phoebe,It's my friends.,sadness
372,Phoebe,They-they have a liking problem with you.,sadness
372,Phoebe,"In that, um, they don't.",sadness
372,Roger,Oh. They don't.,surprise
372,Phoebe,But they don't see all the wonderfulness that I see.,joy
372,Phoebe,They don't see all the good stuff and all the sweet stuff.,sadness
372,Phoebe,They just think you're a little...,joy
372,Roger,What?,neutral
372,Phoebe,Intense and creepy.,neutral
373,Chandler,You got me.,neutral
373,Chandler,Yeah. Right.,neutral
373,Joey,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",joy
374,Monica,I can’t believe we’re here.,joy
374,Chandler,Oh you’ve got to be kidding me.,surprise
374,Monica,What?,surprise
374,Front Desk Clerk,"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",neutral
374,Monica,No!! You have been screwing us all day!,anger
374,Man,Who are you?,surprise
374,Chandler,We’re you just ten seconds later!,neutral
374,Monica,You already got the first class tickets.. you got the lounge!,anger
374,Monica,I mean we should get free stuff too!,anger
374,Monica,I mean you’re not the only ones on your honeymoon!,anger
374,Woman,Well you can have the suite if you want.,neutral
374,Woman,We don’t care about where we stay.,neutral
374,Woman,We’re here to celebrate our love together.,anger
374,Woman,We don’t have to get free stuff.,anger
374,Woman,We just want to be together.,joy
374,Chandler,We need the stuff.,neutral
375,Mr. Zelner,Yes!,joy
375,Rachel,"Okay, well then how about a handshake?",neutral
375,Rachel,Oh God I'm sorry!,joy
375,Rachel,"Oh God, I'm sorry!",joy
375,Rachel,I did not mean to touch that—I mean,fear
376,Joey,Hey Pheebs!,joy
376,Phoebe,Hey!,joy
376,Joey,Check it out.  How much of a man am I?!,joy
376,Phoebe,Wow! Nice! Manly and also kind of a slut.,fear
377,Ross,"which brings us back, of course, to Greely’s theory of dominance.",neutral
377,Ross,"Okay, that-that’s all for today.",neutral
377,Ross,"Oh, uh does anyone know where the Freeman building is?",neutral
377,Student,"Yeah, it’s the new building on Avenue A.",neutral
377,Ross,"What?! That-that’s all the way cross town, I’m supposed to teach a graduate seminar there in ten minutes.",surprise
377,Student,"Ooh, dude. That’s not gonna happen.",neutral
377,Ross,Move it! Move it! Move it!! Hey!!! I’m the teacher!!,anger
378,Phoebe,Jason?,neutral
378,Jason,"Yeah, come on in.",neutral
378,Jason,"So Phoebe, you ah, sounded kinda serious on the phone, is ah, is anything wrong?",neutral
379,Mark,No. And I don’t think I’m gonna want to.,surprise
379,Rachel,I can’t do this.,sadness
379,Mark,"Yep. Yep, that’s what I didn’t want to know.",sadness
379,Rachel,"Well, oh, Mark, I’m doing this for the wrong reasons, y'know?",sadness
379,Rachel,I’m just doing it to get back at Ross.,sadness
379,Rachel,"I’m sorry, it’s not very fair to you.",sadness
379,Mark,Ahh!,surprise
379,Joey,"Fair, shmair",sadness
379,Mark,Y'know?,neutral
379,Mark,"Look, if you want to get back at Ross, I am here for you.",neutral
379,Mark,Really?,surprise
380,Mark,"No-no, I say-I say, I say we get back at him right on this couch.",neutral
380,Mark,Right here!,anger
380,Rachel,Oh God. I’m sorry about this.,sadness
380,Mark,That’s okay.,neutral
380,Rachel,You sure?,joy
381,Mark,Yeah. I can just go home and get back at him by myself.,neutral
382,Joey,Here she is! Future fashion superstar!,joy
382,Rachel,"Oh Joey, I’m hardly a",neutral
382,Joey,My little sister Dina!,joy
383,Chandler,And here we go,neutral
383,Joey,"I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.",disgust
383,Joey,Y’know it wouldn’t kill ya to respect your wife’s privacy!,joy
383,Joey,Stupid closet full of bugs!,anger
383,Rachel,"Joey. Joey, something feels weird and not good weird. I don’t—Whoa!!",fear
383,Joey,"When my sisters were pregnant they got every weird feeling in the book, it was always nothing.",neutral
383,Rachel,Really?,neutral
383,Joey,Absolutely.,neutral
383,Joey,"Okay Rach-Rach-Rach look at me, look at me, everything’s gonna be fine, trust me.",neutral
383,Joey,Take my hand.,neutral
383,Joey,Here we go.,neutral
383,Joey,Oww crushing bones!,surprise
384,Phoebe,Oh hello.,neutral
384,Guy,"Oh, it’s you. I see you everywhere. I’m Jim, Jim Nelson.",surprise
384,Phoebe,"Oh Jim, Jim Nelson I’m Phoebe, Phoebe Buffay. We certainly have been seeing a lot of each other lately.",neutral
384,Jim,"We have. Maybe we’ll be seeing each other at dinner tomorrow night, say around 8 o’clock?",neutral
384,Phoebe,"Well, maybe we will.  Oh!",joy
385,Phoebe,"Well, that’s not something a girl wants to hear.",anger
385,Ross,"No, come on don’t start.  Ouch!",joy
385,Phoebe,What?,sadness
385,Ross,Stupid balls are in the way.,sadness
385,Ross,Oh well. It probably would’ve been the most constructive solution.,neutral
385,Phoebe,You have chalk on your face.,neutral
386,Ross,Huh?,joy
387,Phoebe,"Oh, Ross you’re right, I don’t know why I always thought this was real grass.",sadness
387,Monica,"Hey, are you okay?",joy
387,Ross,My wife’s a lesbian.,sadness
387,Joey,Cool!!,joy
387,Joey,"Ross, Joey. Joey, Ross.",sadness
388,Monica,Hey! Where ‘ya headin’ in those pants? 1982?,joy
388,Joey,"Oh Monica, listen, I ah, I saw down at the hardware store, they got those designer tiles on sale.",neutral
388,Joey,If you ever want to redo the bathroom floor.,neutral
388,Monica,"Why, what’s wrong with my bathroom floor?",surprise
388,Joey,"Nothing. It’s just old and dingy, that’s all.",disgust
388,Monica,I highly doubt that.,anger
388,Joey,"Oh yeah. If you ah, move your hamper, you see what color the tile used to be.  Yeah.",disgust
388,Monica,I can’t live like this! What are we gonna do? What are we gonna do?,fear
388,Joey,Relax. Here hold this . This old stuff just comes right off.,neutral
388,Monica,That’s a little more than I wanted to see.,disgust
388,Joey,Aw!,surprise
388,Joey,"Look at that, every inch of this stuff is glued down.",surprise
388,Joey,It’d take forever to pry this up.,joy
388,Joey,"You should ah, you should just leave it.",neutral
388,Monica,I can’t leave it! You gouged a hole in my dingy floor.,anger
388,Joey,Eh! There you go.,neutral
388,Monica,"You know that’s nice, y'know we could put it back there after the surgeons remove it from your colon!",anger
389,Phoebe,Hi.,neutral
389,Monica,Hi!,anger
389,All,Hey!,joy
389,Joey,"Uh, Pheebs, about your mom...",neutral
389,Phoebe,Yeah?,surprise
389,Joey,How’s that going?,neutral
389,Phoebe,"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",joy
389,Joey,That’s so sweet.  I’m gonna get some coffee.,neutral
389,Monica,Huh? What’d ya say Joe? I’ll be right there.,surprise
389,Rachel,Pheebs...,neutral
389,Phoebe,"I just feel so, uhh.....",neutral
389,Rachel,All right!!,joy
389,Chandler,I’m coming already!!,joy
390,Rachel,Really?! You think that will work?,surprise
390,Joey,"Absolutely! And if it doesn’t, can I get the extra ticket?",joy
390,Joey,What the heck is that?,surprise
391,Phoebe,Hello.,neutral
392,Joey,"Hey, Pheebs! It’s Joey!",joy
392,Phoebe,"Hey, Joey!",joy
392,Phoebe,Hey!,joy
392,Phoebe,Ooh!,joy
392,Phoebe,Ooh!,joy
392,Phoebe,I just say someone on the—that looks just like you on the subway.,neutral
392,Phoebe,"And I was gonna go over and say ‘hi!’ but then I figured, he doesn’t care if he looks like you.",joy
392,Joey,"That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?",neutral
392,Phoebe,"Ohh, they’re having a",joy
392,Joey,"Kinda, but I’ve just been having way too much fun.",joy
392,Phoebe,So you’re not homesick yet?,surprise
392,Joey,"No, I don’t think so.",neutral
392,Phoebe,"All right, the seven of us miss you.",joy
393,Joey,No.,neutral
393,Ross,You’ll see.,neutral
393,Emily,"Liam, do me a favour. Tell the lads to go easy on Ross, it’s his first time.",neutral
393,Liam,You don’t say!,surprise
393,Emily,"Good luck, babe.",joy
393,Liam,Ross! Ross! Come on! Get in here!  Ross! Come on!,joy
393,Liam,"Ross, come on! Get in the bloody scrum! Ross, get in!",anger
393,Ross,JOEY!!!!!!,joy
394,Monica,I don’t believe you spent my wedding fund on the beach house!,anger
394,Mrs. Geller,"We’re sorry honey, but we just assumed if you got married after you turned 30 you’d pay for it yourself.",neutral
395,Joey,Come on! Admit it! That was the best nap you ever had!,anger
395,Ross,I’ve had better.,neutral
395,Joey,Okay! When?!,anger
395,Ross,All right! All right! It was the best nap ever!,joy
395,Joey,Uh-huh!,anger
395,Ross,I’ve said it! Okay?! But it’s over Joey!,anger
395,Joey,I want to do it again.,anger
395,Ross,We,neutral
395,Joey,Why not?,neutral
396,Ross,Because it’s weird!,disgust
397,Joey,Fine! Do you want something to drink?,anger
397,Ross,"Sure, what do you got?",neutral
397,Joey,Warm milk and,neutral
398,Phoebe,Are you okay?,neutral
398,Rachel,I need some milk.,neutral
398,Phoebe,"Ok, I've got milk  Here you go...  Oh! Better?",anger
398,Rachel,No...,sadness
398,Phoebe,"I'm so embarrassed, I'm the one he hit on!",surprise
398,Rachel,"Pheebs, if I had never met him this never would have happened!",neutral
398,Phoebe,I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!,sadness
398,Phoebe,"No, wait, oh, what are we sorry about?",surprise
398,Rachel,"I don't know...right, he's the pig!",sadness
398,Phoebe,Such a pig!,disgust
398,Rachel,"Oh, God, he's such a pig,",disgust
398,Phoebe,Oh he's like a...,disgust
398,Rachel,He's like a big disgusting...,disgust
398,Phoebe,...like a...,neutral
399,Rachel,...pig...pig man!,disgust
400,Phoebe,"Yes, good! Ok...",anger
400,Rachel,"Oh, but he was my pig man...how did I not see this?",anger
400,Phoebe,"Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...",sadness
400,Rachel,"Ok, Ok, Pheebs...",neutral
400,Phoebe,The end.,neutral
400,Rachel,"Oh, God...",joy
400,Phoebe,Should I not have told you?,surprise
400,Rachel,"No, no, trust, me, it's, it's, it's much better that I know.",neutral
400,Rachel,"Uh, I just liked it better before it was better...",sadness
401,Phoebe Sr,"Well, yes, it’s kind’ve an unusual house.",neutral
401,Phoebe Sr,"It has umm, three beautiful bedrooms and ah, no baths.",neutral
401,Phoebe Sr,"But y'know, the ocean is right there.",neutral
401,Phoebe,"Knock, knock, knock.",neutral
401,Phoebe Sr,"Ah, oh, hang on a second.  Come in, come in.  All right, so think about it, and call me back.",neutral
401,Phoebe,"Are you ah, Phoebe Abott?",neutral
401,Phoebe Sr,"Ahh, yes.",neutral
401,Phoebe,"Hi Phoebe Abott, I’m your best friends daughter!",joy
401,Phoebe Sr,You’re Erwin’s daughter?!,surprise
401,Phoebe,"No, I-I mean your-your old best friend, here.  Lily, from high school. Remember?",neutral
401,Phoebe Sr,"Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?",surprise
401,Phoebe,"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",sadness
401,Phoebe Sr,"Uh-huh. Wow! Well, look! There’s Frank.",surprise
402,Chandler,"Dude, you have got to turn on",neutral
402,Joey,Let’s go watch it at your place.,neutral
403,Chandler,"Nah, Monica’s watching some cooking show. Come on, I don’t want to miss when they were skinny.",neutral
404,Joey,"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses.",joy
404,Chandler,"What? No, I want to watch this. . Did your cable go out?",joy
404,Joey,"No, that’s",neutral
404,Chandler,"Joey, why is your cable out?",sadness
404,Joey,"I uh, oh! Because, uh, I haven’t really paid the bill",sadness
404,Chandler,"If you need money, will you please-please just let me loan you some money?",neutral
404,Joey,"No, Chandler.",neutral
404,Joey,"Look, forget about it, okay?",anger
404,Joey,"Look, I know things have been a little tight since Janine moved out.",sadness
404,Joey,"Oh, was she hot.",joy
404,Chandler,Whoa ho.,joy
404,Joey,I know!,surprise
404,Joey,"Yeah, but, look I can handle it.",neutral
404,Joey,All right?,neutral
404,Joey,"Look, I can listen to the radio, huh?",neutral
404,Joey,And Ross gave me this great book (holds up the,neutral
404,Joey,Sure.,neutral
404,Chandler,Paid your phone bill?,neutral
404,Joey,Not so much.,neutral
405,Chandler,"Oh good, okay, I can't take it anymore.",neutral
405,Chandler,I can't take it anymore.,anger
405,Chandler,"So you win, okay?",anger
405,Chandler,Here!,anger
405,Chandler,Pheebs?,anger
405,Chandler,Flying a jet?,surprise
405,Chandler,Better make it a spaceship so that you can get back to your,neutral
406,Ross,"Hey everybody, Pheebs is here!",joy
406,Joey,Phoebe!,joy
406,Chandler,"Hey, Pheebs!",joy
406,Rachel,"Phoebe, woo!",joy
407,Joey,What?! What good is that gonna do anybody?,anger
407,Phoebe,"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",sadness
407,Joey,"Now, y'know the bee probably died after he stung ya.",neutral
407,Phoebe,"Aw, dammit!",surprise
407,Stage Director,Back on in 30 seconds people!,neutral
407,Joey,"Hey, excuse me, would you mind switching with me?",neutral
407,PBS Volunteer,"Hey, no way, I'm in the shot man.",anger
407,Joey,Come on man! You've been here all day!,anger
407,PBS Volunteer,"Yeah, I-I'm taking pledges here, eh?",neutral
407,Stage Director,"We're on in 3, 2,",neutral
407,Gary Collins,Welcome back to our fall telethon. Now if you've been enjoying the performance of,neutral
408,Rachel,Ah.,neutral
408,Phoebe,Yeah.,neutral
408,Rachel,"I go see my doctor tomorrow, I’ll ask her about this.",neutral
408,Rachel,Maybe she can give me a pill or something.,neutral
408,Phoebe,"Yeah. Yeah, that’s what you need a good…pill.",neutral
409,Chandler,What are you writing?,neutral
409,Rachel,"Well, Joshua’s coming in tomorrow and since I don’t have the guts to ask him out, I’m going to sell him a coat and put this note in the pocket.",neutral
409,Chandler,"Oh yeah?  Joshua, give me a call sometime, guys like you  never go out of style—what did you throw away?",neutral
