scene_id,utterance_id,speakers,transcript,emotion,turn_id,predicted_sentiment
s01_e24_c01,s01_e24_c01_u002,Monica Geller,"Awww, look at Aunt Monica's little boy!",Joyful,1,positive
s01_e24_c01,s01_e24_c01_u003,Phoebe Buffay,"Oh, look, he's got Ross's haircut!",Joyful,2,positive
s01_e24_c01,s01_e24_c01_u004,Rachel Green,"Oh, let me see! Oh, God, is he just the sweetest thing? You must just want to kiss him all over!",Joyful,3,positive
s01_e24_c01,s01_e24_c01_u006,Ross Geller,That would be nice.,Sad,4,neutral
s01_e24_c01,s01_e24_c01_u008,Rachel Green,Pardon?,Neutral,5,neutral
s01_e24_c01,s01_e24_c01_u009,Chandler Bing,"Nothing, just a little extra air in my mouth. Pffft. Pffffffft.",Neutral,6,neutral
s01_e24_c01,s01_e24_c01_u011,Joey Tribbiani,"Hey, Chan, can you help me out here? I promise I'll pay you back.",Neutral,7,neutral
s01_e24_c01,s01_e24_c01_u012,Chandler Bing,"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars.",Mad,8,negative
s01_e24_c01,s01_e24_c01_u013,Joey Tribbiani,"I will, really. I'll pay you back this time.",Neutral,9,neutral
s01_e24_c01,s01_e24_c01_u014,Chandler Bing,... And where's this money coming from?,Mad,10,negative
s01_e24_c01,s01_e24_c01_u015,Joey Tribbiani,Well... I'm helping out down at the N.Y.U. Med School with some... research.,Neutral,11,neutral
s01_e24_c01,s01_e24_c01_u016,Ross Geller,What kind of research?,Neutral,12,neutral
s01_e24_c01,s01_e24_c01_u017,Joey Tribbiani,"Oh, just, y'know.... science.",Neutral,13,neutral
s01_e24_c01,s01_e24_c01_u018,Ross Geller,"Science. Yeah, I think I've heard of that.",Neutral,14,neutral
s01_e24_c01,s01_e24_c01_u019,Joey Tribbiani,... It's a fertility study.,Neutral,15,neutral
s01_e24_c01,s01_e24_c01_u021,Monica Geller,"Oh, Joey, please tell me you're only donating your time.",Neutral,16,negative
s01_e24_c01,s01_e24_c01_u022,Joey Tribbiani,"Alright, come on you guys, it's not that big a deal. Really... I mean, I just go down there every other day and... make my contribution to the project. Hey, hey, but at the end of two weeks, I get seven hundred dollars.",Neutral,17,neutral
s01_e24_c01,s01_e24_c01_u023,Ross Geller,Hey.,Neutral,18,neutral
s01_e24_c01,s01_e24_c01_u024,Phoebe Buffay,"Wow, ooh, you're gonna be making money hand over fist!",Joyful,19,positive
s01_e24_c03,s01_e24_c03_u001,Rachel Green,"I mean, this is unbelievable.",Joyful,0,negative
s01_e24_c03,s01_e24_c03_u002,Phoebe Buffay,"I know. This is really, really huge.",Joyful,1,positive
s01_e24_c03,s01_e24_c03_u003,Chandler Bing,No it's not. It's small. It's tiny. It's petite. It's wee.,Powerful,2,neutral
s01_e24_c03,s01_e24_c03_u004,Phoebe Buffay,Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,Joyful,3,negative
s01_e24_c03,s01_e24_c03_u005,Chandler Bing,"OK, is there a mute button on this woman?",Powerful,4,negative
s01_e24_c03,s01_e24_c03_u006,Monica Geller,"I think this is so great! I mean, you and Ross! D-did you have any idea?",Joyful,5,positive
s01_e24_c03,s01_e24_c03_u007,Rachel Green,"No! None! I mean, my first night in the city, he mentioned something about asking me out, but nothing ever happened, so I just... : W-well, what else did he say? I mean, does he, like, want to go out with me?",Joyful,6,negative
s01_e24_c03,s01_e24_c03_u008,Joey Tribbiani,"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",Joyful,7,neutral
s01_e24_c03,s01_e24_c03_u009,Rachel Green,"Ross? All this time? Well, I've got to talk to him.",Joyful,8,positive
s01_e24_c03,s01_e24_c03_u010,Chandler Bing,H-He's in China!,Scared,9,negative
s01_e24_c03,s01_e24_c03_u011,Joey Tribbiani,The country.,Neutral,10,neutral
s01_e24_c03,s01_e24_c03_u012,Monica Geller,"No, no, wait. His flight doesn't leave for another forty-five more minutes.",Neutral,11,neutral
s01_e24_c03,s01_e24_c03_u013,Chandler Bing,What about the time difference?,Neutral,12,neutral
s01_e24_c03,s01_e24_c03_u014,Monica Geller,From here to the airport?,Scared,13,neutral
s01_e24_c03,s01_e24_c03_u015,Chandler Bing,Yes! You're never gonna make it!,Powerful,14,negative
s01_e24_c03,s01_e24_c03_u016,Monica Geller,"Rachel, what're you gonna say to him?",Neutral,15,negative
s01_e24_c03,s01_e24_c03_u017,Rachel Green,I-I-I don't know.,Scared,16,negative
s01_e24_c03,s01_e24_c03_u018,Chandler Bing,Well then maybe you shouldn't go.,Neutral,17,negative
s01_e24_c03,s01_e24_c03_u019,Joey Tribbiani,"He's right, cause if you're just gonna, like, break his heart, that's the kind of thing that can wait.",Neutral,18,negative
s01_e24_c03,s01_e24_c03_u020,Monica Geller,"Yeah, but if it's good news, you should tell him now.",Joyful,19,neutral
s01_e24_c03,s01_e24_c03_u021,Rachel Green,I don't know. Maybe I'll know when I see him.,Scared,20,negative
s01_e24_c03,s01_e24_c03_u022,Phoebe Buffay,"Here, look, alright, does this help?",Neutral,21,negative
s01_e24_c03,s01_e24_c03_u024,Rachel Green,"Noooo... look, all I know is that I cannot wait a week until I see him. I mean, this is just too big. Y'know, I just, I've just gotta talk to him. I... I gotta... OK, I'll see you later.",Neutral,22,negative
s01_e24_c03,s01_e24_c03_u025,Chandler Bing,"Rachel, I love you! Deal with me first!",Joyful,23,negative
s01_e24_c04,s01_e24_c04_u002,Flight Attendant,Alright!,Neutral,0,positive
s01_e24_c04,s01_e24_c04_u003,Ross Geller,Ni-chou chi-ma!,Neutral,1,positive
s01_e24_c04,s01_e24_c04_u005,Rachel Green,"Ross! Excuse me, pardon me, excuse me....",Neutral,2,negative
s01_e24_c04,s01_e24_c04_u007,Flight Attendant,Hi!,Neutral,3,positive
s01_e24_c04,s01_e24_c04_u008,Rachel Green,Hi.,Joyful,4,neutral
s01_e24_c04,s01_e24_c04_u009,Flight Attendant,May I see your boarding pass?,Neutral,5,neutral
s01_e24_c04,s01_e24_c04_u010,Rachel Green,"Oh, no, no, I don't have one. I just need to talk to my friend.",Neutral,6,neutral
s01_e24_c04,s01_e24_c04_u011,Flight Attendant,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",Neutral,7,neutral
s01_e24_c04,s01_e24_c04_u012,Rachel Green,"No, I know, but Ihe just went on. He's right there, he's got the blue jacket on, I... can I j-just...",Neutral,8,neutral
s01_e24_c04,s01_e24_c04_u013,Flight Attendant,No no no! Federal regulations!,Scared,9,negative
s01_e24_c04,s01_e24_c04_u014,Rachel Green,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",Mad,10,negative
s01_e24_c04,s01_e24_c04_u015,Flight Attendant,Alright. What's the message?,Scared,11,neutral
s01_e24_c04,s01_e24_c04_u016,Rachel Green,Uh... I don't know.,Neutral,12,neutral
s01_e24_c04,s01_e24_c04_u018,Flight Attendant,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",Sad,13,negative
s01_e24_c04,s01_e24_c04_u019,Man,What?,Powerful,14,negative
s01_e24_c04,s01_e24_c04_u020,Flight Attendant,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",Scared,15,neutral
s01_e24_c04,s01_e24_c04_u021,Man,": Toby... Oh, for God's sake, I don't know what she's talking about! There's no Rachel! Don't give me that deep freeze.",Joyful,16,negative
s01_e24_c05,s01_e24_c05_u001,Melanie,"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",Neutral,0,negative
s01_e24_c05,s01_e24_c05_u002,Joey Tribbiani,"Heh, heh. It was nothin'.",Joyful,1,neutral
s01_e24_c05,s01_e24_c05_u003,Melanie,"Well, now we've gotta find something fun for you!",Joyful,2,positive
s01_e24_c05,s01_e24_c05_u004,Joey Tribbiani,"Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",Scared,3,neutral
s01_e24_c05,s01_e24_c05_u005,Melanie,M-Me again?,Joyful,4,positive
s01_e24_c05,s01_e24_c05_u006,Joey Tribbiani,Sure! Why not?,Joyful,5,positive
s01_e24_c05,s01_e24_c05_u007,Melanie,"Boy, somebody's gonna get a big fruit basket tomorrow.",Joyful,6,positive
s01_e24_c05,s01_e24_c05_u009,Melanie,"Oooh, I gotta tell you... you are nothing like I thought you would be.",Joyful,7,positive
s01_e24_c05,s01_e24_c05_u010,Joey Tribbiani,How do you mean?,Neutral,8,neutral
s01_e24_c05,s01_e24_c05_u011,Melanie,"I don't know, I-I guess I just had you pegged as one of those guys who're always 'me, me, me.' But you... you're a giver. You're like the most generous man I ever met. I mean... you're practically a woman.",Joyful,9,positive
s01_e24_c06,s01_e24_c06_u001,Monica Geller,"Uh, so, uh, Rach, uh... do you wanna save this wrapping paper, I mean, it's only a little bit torn... so are you gonna go for it with Ross or should I just throw it out?",Peaceful,0,neutral
s01_e24_c06,s01_e24_c06_u002,Rachel Green,"I don't know. I don't know... I thought about it all the way there, and I thought about it all the way back... and, uh, oh, you guys, y'know, it's Ross. Y'know what I mean? I mean, it's Ross.",Scared,1,neutral
s01_e24_c06,s01_e24_c06_u003,"Monica Geller, Phoebe Buffay",Sure.,Joyful,2,neutral
s01_e24_c06,s01_e24_c06_u004,Rachel Green,"I don't know, I mean, this is just my initial gut feeling... but I'm thinking... oh, I'm thinking it'd be really great.",Joyful,3,positive
s01_e24_c06,s01_e24_c06_u005,Monica Geller,"Oh my God, me too! Oh! Oh, we'd be like friends-in-law! Y'know what the best part is? The best part is that you already know everything about him! I mean, it's like starting on the fifteenth date!",Joyful,4,positive
s01_e24_c06,s01_e24_c06_u006,Phoebe Buffay,"Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",Peaceful,5,neutral
s01_e24_c06,s01_e24_c06_u007,Monica Geller,Another good point.,Neutral,6,positive
s01_e24_c06,s01_e24_c06_u008,Phoebe Buffay,"No, I mean, I mean, when you're at the fifteenth date, y'know, you're already in a very relationshippy place. Y'know, it's... you're committed.",Peaceful,7,neutral
s01_e24_c06,s01_e24_c06_u009,Rachel Green,Huh?,Scared,8,positive
s01_e24_c06,s01_e24_c06_u010,Phoebe Buffay,"Well, I mean, then what happens if it doesn't work out?",Scared,9,neutral
s01_e24_c06,s01_e24_c06_u011,Monica Geller,Why isn't it working out?,Scared,10,negative
s01_e24_c06,s01_e24_c06_u012,Rachel Green,I don't know... sometimes it doesn't.,Scared,11,neutral
s01_e24_c06,s01_e24_c06_u013,Monica Geller,Is he not cute enough for you?,Mad,12,negative
s01_e24_c06,s01_e24_c06_u014,Rachel Green,No!,Sad,13,positive
s01_e24_c06,s01_e24_c06_u015,Monica Geller,Does he not make enough money?,Mad,14,negative
s01_e24_c06,s01_e24_c06_u016,Rachel Green,"No, I'm just....",Scared,15,neutral
s01_e24_c06,s01_e24_c06_u017,Phoebe Buffay,Maybe there's someone else.,Neutral,16,neutral
s01_e24_c06,s01_e24_c06_u018,Rachel Green,Wha...,Joyful,17,negative
s01_e24_c06,s01_e24_c06_u019,Monica Geller,Is there? Is there someone else?,Mad,18,negative
s01_e24_c06,s01_e24_c06_u020,Rachel Green,No! There is.. there is noone else!,Scared,19,negative
s01_e24_c06,s01_e24_c06_u021,Monica Geller,Then why the hell are you dumping my brother?!?,Scared,20,negative
s01_e24_c07,s01_e24_c07_u001,Chandler Bing,"Hey, big...",Neutral,0,neutral
s01_e24_c07,s01_e24_c07_u002,Joey Tribbiani,Shhhh!,Scared,1,negative
s01_e24_c07,s01_e24_c07_u003,Chandler Bing,...spender.,Joyful,2,neutral
s01_e24_c07,s01_e24_c07_u004,Joey Tribbiani,She's still asleep.,Neutral,3,neutral
s01_e24_c07,s01_e24_c07_u005,Chandler Bing,So how'd it go?,Neutral,4,neutral
s01_e24_c07,s01_e24_c07_u006,Joey Tribbiani,"Oh, it was amazing. You know how you always think you're great in bed?",Joyful,5,positive
s01_e24_c07,s01_e24_c07_u007,Chandler Bing,The fact that you'd even ask that question shows how little you know me.,Joyful,6,negative
s01_e24_c07,s01_e24_c07_u008,Joey Tribbiani,"Well, it's like, last night, I couldn't do the thing that usually makes me great. So I had to do all this other stuff. And the response I got... man, oh man, it was like a ticker tape parade!",Joyful,7,positive
s01_e24_c07,s01_e24_c07_u009,Chandler Bing,"Yes, I know, as it happens my room is very very close to the parade route.",Mad,8,neutral
s01_e24_c07,s01_e24_c07_u010,Joey Tribbiani,"It was amazing! And not just for her... uh-uh. For me, too. It's like, all of a sudden, I'm blind. But all my other senses are heightened, y'know? It's like... I was able to appreciate it on another level.",Joyful,9,positive
s01_e24_c07,s01_e24_c07_u011,Chandler Bing,I didn't know you had another level.,Neutral,10,positive
s01_e24_c07,s01_e24_c07_u012,Joey Tribbiani,I know! Neither did I!,Joyful,11,positive
s01_e24_c08,s01_e24_c08_u001,Monica Geller,"Hey, great skirt! Birthday present?",Joyful,0,positive
s01_e24_c08,s01_e24_c08_u002,Rachel Green,Yeah.,Peaceful,1,neutral
s01_e24_c08,s01_e24_c08_u003,Monica Geller,"Oh, from who?",Neutral,2,positive
s01_e24_c08,s01_e24_c08_u004,Rachel Green,From you. I exchanged the blouse you got me.,Peaceful,3,neutral
s01_e24_c08,s01_e24_c08_u005,Monica Geller,"Well, it's the thought. Hey, doesn't Ross's flight get in in a couple hours? At gate 27-B?",Peaceful,4,neutral
s01_e24_c08,s01_e24_c08_u006,Rachel Green,"Uh, yeah. Uh, Monica, y'know, honey, I've been thinking about it and I've decided thisthis whole Ross thing, it's just not a good idea.",Scared,5,negative
s01_e24_c08,s01_e24_c08_u007,Monica Geller,"Oh, why?",Scared,6,negative
s01_e24_c08,s01_e24_c08_u008,Rachel Green,"Because, I feel like I wouldn't just be going out with him. I would be going out with all of you. Oh, and there would just be all this pressure, and I don't wanna...",Scared,7,negative
s01_e24_c08,s01_e24_c08_u009,Monica Geller,"No, no, no, no, no, no pressure, no pressure!",Scared,8,negative
s01_e24_c08,s01_e24_c08_u010,Rachel Green,"Monica, nothing has even happened yet, and you're already so...",Scared,9,negative
s01_e24_c08,s01_e24_c08_u011,Monica Geller,"I am not 'so'! OK, I was a teensy bit weird at first, but... I'll be good. I promise.",Peaceful,10,negative
s01_e24_c08,s01_e24_c08_u013,Rachel Green,Who is it?,Neutral,11,neutral
s01_e24_c08,s01_e24_c08_u014,Intercom,"It's me, Carl.",Neutral,12,neutral
s01_e24_c08,s01_e24_c08_u015,Rachel Green,C'mon up.,Neutral,13,neutral
s01_e24_c08,s01_e24_c08_u016,Monica Geller,Behind my brother's back? ... is exactly the kind of crazy thing you won't be hearing from me.,Mad,14,negative
s01_e24_c09,s01_e24_c09_u001,Joey Tribbiani,Seven hundred bucks!,Joyful,0,positive
s01_e24_c09,s01_e24_c09_u002,Chandler Bing,"Alright, you did it! Do we have any fruit?",Joyful,1,positive
s01_e24_c09,s01_e24_c09_u003,Joey Tribbiani,"Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",Neutral,2,positive
s01_e24_c09,s01_e24_c09_u004,Chandler Bing,"Really? So, you're gonna stick with this 'it's all for her' thing?",Neutral,3,negative
s01_e24_c09,s01_e24_c09_u005,Joey Tribbiani,"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",Joyful,4,negative
s01_e24_c11,s01_e24_c11_u001,Rachel Green,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",Scared,0,neutral
s01_e24_c11,s01_e24_c11_u003,Man,"For God's sake, will you let it go? There's no Rachel!",Mad,1,negative
s01_e24_c11,s01_e24_c11_u005,Ross Geller,"Oh, hey, hey, I got that.",Neutral,2,neutral
s01_e24_c11,s01_e24_c11_u007,Julie,"Oh, thanks, sweetie.",Neutral,3,positive
s01_e24_c11,s01_e24_c11_u008,Ross Geller,No problem. I cannot wait for you to meet my friends.,Neutral,4,positive
s01_e24_c11,s01_e24_c11_u009,Julie,Really?,Neutral,5,positive
s01_e24_c11,s01_e24_c11_u010,Ross Geller,Yeah.,Neutral,6,neutral
s01_e24_c11,s01_e24_c11_u011,Julie,You don't think they'll judge and ridicule me?,Scared,7,negative
s01_e24_c11,s01_e24_c11_u012,Ross Geller,"No, no, they will. I just... uh...",Neutral,8,neutral
s01_e24_c11,s01_e24_c11_u013,"Julie, Ross Geller",Can't wait.,Neutral,9,positive
s01_e24_c11,s01_e24_c11_u014,Ross Geller,"Come on, they're gonna love you.",Neutral,10,positive
s02_e01_c02,s02_e01_c02_u002,Rachel Green,Oh my god. Oh my god. Excuse me. Move! Move! Emergency! Excuse me!,Joyful,0,negative
s02_e01_c02,s02_e01_c02_u003,Ross Geller,Rach!,Joyful,1,negative
s02_e01_c02,s02_e01_c02_u004,Rachel Green,"Oh, there you are! Hi! Oh, so, so, how was China, you?",Joyful,2,positive
s02_e01_c02,s02_e01_c02_u005,Ross Geller,"It was, it was great. Oh, what happened?",Scared,3,positive
s02_e01_c02,s02_e01_c02_u006,Rachel Green,What?,Scared,4,negative
s02_e01_c02,s02_e01_c02_u007,Ross Geller,You're bleeding.,Scared,5,negative
s02_e01_c02,s02_e01_c02_u008,Rachel Green,"I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. Come on. I wanna hear everything! Everything.",Joyful,6,negative
s02_e01_c02,s02_e01_c02_u009,Ross Geller,"Well, where do I start? This is Julie. Julie, this is Rachel.",Joyful,7,neutral
s02_e01_c02,s02_e01_c02_u010,Rachel Green,"These are, these aren't for you. These are for you. Welcome to our country.",Neutral,8,neutral
s02_e01_c02,s02_e01_c02_u011,Julie,Thank you. I'm from New York.,Peaceful,9,neutral
s02_e01_c02,s02_e01_c02_u012,Rachel Green,"Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",Peaceful,10,neutral
s02_e01_c04,s02_e01_c04_u002,Ross Geller,"Hey, Rach, can I get some coffee?",Neutral,0,neutral
s02_e01_c04,s02_e01_c04_u003,Rachel Green,"Yeah, sure.",Neutral,1,neutral
s02_e01_c04,s02_e01_c04_u004,Ross Geller,Thank you.,Joyful,2,neutral
s02_e01_c04,s02_e01_c04_u005,Chandler Bing,"Hey, Rach, can I get...",Neutral,3,neutral
s02_e01_c04,s02_e01_c04_u006,Rachel Green,Did you talk to him?,Scared,4,neutral
s02_e01_c04,s02_e01_c04_u007,Chandler Bing,Not yet.,Neutral,5,neutral
s02_e01_c04,s02_e01_c04_u008,Rachel Green,"Then, no.",Mad,6,neutral
s02_e01_c04,s02_e01_c04_u009,Chandler Bing,"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",Neutral,7,negative
s02_e01_c04,s02_e01_c04_u010,Ross Geller,"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",Mad,8,negative
s02_e01_c04,s02_e01_c04_u011,Chandler Bing,God?,Scared,9,negative
s02_e01_c04,s02_e01_c04_u012,Ross Geller,"It was you, pal.",Joyful,10,neutral
s02_e01_c04,s02_e01_c04_u013,Chandler Bing,"Well, maybe it was God, doing me.",Scared,11,negative
s02_e01_c04,s02_e01_c04_u014,Ross Geller,"Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I have to say, I never would've gone for it with her if it hadn't been for you.",Sad,12,positive
s02_e01_c04,s02_e01_c04_u015,Chandler Bing,"Well, you owe me one, big guy.",Powerful,13,positive
s02_e01_c04,s02_e01_c04_u016,Rachel Green,Here's your lemonade.,Neutral,14,neutral
s02_e01_c04,s02_e01_c04_u017,Ross Geller,I didn't order lemonade.,Neutral,15,neutral
s02_e01_c04,s02_e01_c04_u018,Rachel Green,"Oh. Well then, you better go take that back because they're gonna charge you for that.",Neutral,16,negative
s02_e01_c04,s02_e01_c04_u019,Ross Geller,But...,Neutral,17,positive
s02_e01_c04,s02_e01_c04_u020,Rachel Green,"Go-go-go-go, come on! So uh, what did you find out?",Scared,18,positive
s02_e01_c04,s02_e01_c04_u021,Chandler Bing,"He said...he said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself! Without any outside help whatsoever.",Sad,19,negative
s02_e01_c04,s02_e01_c04_u022,Rachel Green,How is that the silver lining?,Mad,20,negative
s02_e01_c04,s02_e01_c04_u023,Chandler Bing,You have to really wanna see it.,Powerful,21,negative
s02_e01_c06,s02_e01_c06_u002,Joey Tribbiani,"You know, I think I was sixteen.",Joyful,0,neutral
s02_e01_c06,s02_e01_c06_u003,Monica Geller,"Please, just a little bit off the back.",Joyful,1,neutral
s02_e01_c06,s02_e01_c06_u004,Phoebe Buffay,"I'm still on ""no.""",Powerful,2,neutral
s02_e01_c06,s02_e01_c06_u005,Rachel Green,"Uh, morning. Do you guys think you could close your eyes for just a sec?",Peaceful,3,neutral
s02_e01_c06,s02_e01_c06_u006,Joey Tribbiani,"No-no-no-no-no, I'm not fallin' for that again.",Scared,4,negative
s02_e01_c06,s02_e01_c06_u007,Phoebe Buffay,What's goin' on?,Mad,5,negative
s02_e01_c06,s02_e01_c06_u008,Rachel Green,"Well, I sorta did a stupid thing last night.",Mad,6,negative
s02_e01_c06,s02_e01_c06_u009,Chandler Bing,What stupid thing did you do?,Mad,7,negative
s02_e01_c06,s02_e01_c06_u010,Paulo,Bon giorno tutti!,Powerful,8,positive
s02_e01_c06,s02_e01_c06_u011,Phoebe Buffay,Ewww!,Powerful,9,negative
s02_e01_c08,s02_e01_c08_u002,Phoebe Buffay,"All right, that's it, I quit.",Mad,0,negative
s02_e01_c08,s02_e01_c08_u003,Monica Geller,What? I didn't say anything.,Scared,1,negative
s02_e01_c08,s02_e01_c08_u004,Phoebe Buffay,"Yeah, but this isn't the face of a person who trusts a person. Ok, this is the face of a person who, you know, doesn't trust a person.",Mad,2,negative
s02_e01_c08,s02_e01_c08_u005,Monica Geller,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",Sad,3,negative
s02_e01_c08,s02_e01_c08_u006,Phoebe Buffay,Would you relax? I know what I am doing. This is how he wears it.,Mad,4,neutral
s02_e01_c08,s02_e01_c08_u007,Monica Geller,How who wears it?,Mad,5,neutral
s02_e01_c08,s02_e01_c08_u008,Phoebe Buffay,Demi Moore.,Neutral,6,neutral
s02_e01_c08,s02_e01_c08_u009,Monica Geller,Demi Moore is not a he.,Mad,7,neutral
s02_e01_c08,s02_e01_c08_u010,Phoebe Buffay,"Well, he was a he in Arthur, and in Ten.",Neutral,8,neutral
s02_e01_c08,s02_e01_c08_u011,Monica Geller,That's Dudley Moore. I said I wanted it like Demi Moore.,Mad,9,neutral
s02_e01_c08,s02_e01_c08_u012,Phoebe Buffay,Oh. Oh!,Scared,10,positive
s02_e01_c08,s02_e01_c08_u013,Monica Geller,Oh my God!,Scared,11,negative
s02_e01_c08,s02_e01_c08_u014,Phoebe Buffay,Oh my God!,Scared,12,negative
s02_e01_c08,s02_e01_c08_u015,Monica Geller,Oh my God!,Scared,13,negative
s02_e01_c08,s02_e01_c08_u016,Phoebe Buffay,"Oh my God! I'm sorry, I'm sorry. Which one's Demi Moore?",Scared,14,negative
s02_e01_c08,s02_e01_c08_u017,Monica Geller,"She's the actress that was in Disclosure, Indecent Proposal, Ghost!",Neutral,15,positive
s02_e01_c08,s02_e01_c08_u018,Phoebe Buffay,"Oh, she's got gorgeous hair.",Joyful,16,positive
s02_e01_c08,s02_e01_c08_u019,Monica Geller,I know!,Mad,17,positive
s02_e01_c11,s02_e01_c11_u002,Monica Geller,Even Mary Tyler Moore would've been better.,Mad,0,neutral
s02_e01_c11,s02_e01_c11_u003,Ross Geller,"I like it. I do, I think it's a Ten.",Joyful,1,neutral
s02_e01_c11,s02_e01_c11_u004,Monica Geller,Thank you. My hair is very amused.,Mad,2,positive
s02_e01_c11,s02_e01_c11_u005,Chandler Bing,"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",Joyful,3,neutral
s02_e01_c11,s02_e01_c11_u006,Phoebe Buffay,Thank you.,Joyful,4,neutral
s02_e01_c11,s02_e01_c11_u007,Ross Geller,"Well, I gotta go. Bye. Bye, Rach.",Joyful,5,neutral
s02_e01_c11,s02_e01_c11_u008,Rachel Green,"Wait, are you leaving?",Scared,6,negative
s02_e01_c11,s02_e01_c11_u009,Ross Geller,"Yeah, that's kinda what I meant by ""bye!""",Mad,7,neutral
s02_e01_c11,s02_e01_c11_u010,Rachel Green,"Well, can I talk to you for a sec?",Scared,8,neutral
s02_e01_c11,s02_e01_c11_u011,Ross Geller,Okay.,Neutral,9,neutral
s02_e01_c11,s02_e01_c11_u012,Joey Tribbiani,"Hey, when the doctor does that hernia test...",Scared,10,neutral
s02_e01_c11,s02_e01_c11_u013,Chandler Bing,That's ok.,Peaceful,11,neutral
s02_e01_c11,s02_e01_c11_u014,Ross Geller,What's goin' on?,Scared,12,neutral
s02_e01_c11,s02_e01_c11_u015,Rachel Green,"Well, first of all, Paulo and I are not back together. It was just a stupid thing I did, and if I could go back in time and do it again, well, I wouldn't. Um, second of all , what?",Mad,13,negative
s02_e01_c11,s02_e01_c11_u016,Ross Geller,"Ok. Well, before I say anything, I just need to know, is this one of those things where you break up with a guy, and then I tell you what I think, and then the next day you get back together with the guy, and I look like a complete idiot?",Scared,14,negative
s02_e01_c11,s02_e01_c11_u017,Rachel Green,No. No-no-no-no.,Powerful,15,negative
s02_e01_c11,s02_e01_c11_u018,Ross Geller,"Well, then, I think, I think the guy is scum. I hate him. I mean I actuallyI-I physically hate him. I always have. You are way too good to be with a guy like that.",Mad,16,negative
s02_e01_c11,s02_e01_c11_u019,Rachel Green,Really?,Peaceful,17,negative
s02_e01_c11,s02_e01_c11_u020,Ross Geller,"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?",Peaceful,18,negative
s02_e01_c11,s02_e01_c11_u021,Rachel Green,"No, I think that was the whole all.",Sad,19,negative
s02_e01_c11,s02_e01_c11_u022,Ross Geller,Okay. Okay. Okay.,Joyful,20,negative
s02_e01_c11,s02_e01_c11_u023,Joey Tribbiani,"I swear to god, Dad. That's not how they measure pants.",Mad,21,negative
s02_e01_c12,s02_e01_c12_u002,Julie,"I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?",Neutral,0,neutral
s02_e01_c12,s02_e01_c12_u003,Phoebe Buffay,"Oh yeah! Oh, I can do that.",Joyful,1,positive
s02_e01_c12,s02_e01_c12_u004,Julie,Really?,Joyful,2,positive
s02_e01_c12,s02_e01_c12_u005,Phoebe Buffay,You wanna do it right now?,Scared,3,neutral
s02_e01_c12,s02_e01_c12_u006,Julie,Great!,Joyful,4,positive
s02_e01_c12,s02_e01_c12_u007,Phoebe Buffay,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?",Scared,5,neutral
s02_e01_c12,s02_e01_c12_u008,Rachel Green,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,Peaceful,6,neutral
s02_e01_c12,s02_e01_c12_u009,Phoebe Buffay,"Oh, yeah. Ok, thank you.",Peaceful,7,neutral
s02_e01_c12,s02_e01_c12_u010,Rachel Green,You're welcome.,Neutral,8,neutral
s02_e02_c01,s02_e02_c01_u002,Monica Geller,"Ok, these were unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I couldn't resist.",Joyful,0,negative
s02_e02_c01,s02_e02_c01_u003,Phoebe Buffay,"Oh, look at these! Hey, Ben. Just do it. Oh my God, oh, ok, was that too much pressure for him?",Joyful,1,negative
s02_e02_c01,s02_e02_c01_u004,Susan Bunch,"Oh, is he hungry already?",Neutral,2,negative
s02_e02_c01,s02_e02_c01_u005,Carol Willick,I guess so.,Neutral,3,neutral
